listing_id,seller_id,listed_date,category,price
L0019338,S002469,2025-04-15,Grocery,19.15
L0019339,S002469,2025-03-21,Grocery,82.06
L0019340,S002469,2025-03-21,Grocery,33.92
L0019341,S002469,2025-04-12,Grocery,36.52
L0019342,S002469,2025-03-31,Grocery,53.7
L0019343,S002469,2025-04-04,Grocery,32.8
L0019344,S002469,2025-03-30,Grocery,40.33
L0019345,S002470,2025-12-16,Electronics,40.94
L0019346,S002470,2025-12-18,Electronics,86.96
L0019347,S002470,2025-11-28,Electronics,33.93
L0019348,S002470,2025-12-14,Electronics,102.98
L0019349,S002470,2025-12-03,Electronics,28.29
L0019350,S002470,2025-12-20,Electronics,15.33
L0019351,S002471,2025-02-20,Home & Kitchen,53.16
L0019352,S002471,2025-02-24,Home & Kitchen,28.69
L0019353,S002471,2025-02-16,Home & Kitchen,203.63
L0019354,S002471,2025-02-16,Home & Kitchen,36.2
L0019355,S002472,2025-06-14,Grocery,24.72
L0019356,S002472,2025-06-27,Grocery,57.49
L0019357,S002472,2025-06-01,Grocery,20.64
L0019358,S002473,2025-04-12,Sports,39.28
L0019359,S002473,2025-03-28,Sports,56.18
L0019360,S002473,2025-04-05,Sports,38.88
L0019361,S002473,2025-04-02,Sports,36.58
L0019362,S002473,2025-04-01,Sports,95.88
L0019363,S002473,2025-03-30,Sports,37.98
L0019364,S002473,2025-04-01,Sports,27.67
L0019365,S002474,2025-03-02,Grocery,42.49
L0019366,S002474,2025-02-11,Grocery,53.81
L0019367,S002474,2025-02-22,Grocery,46.26
L0019368,S002475,2025-06-18,Beauty,43.05
L0019369,S002475,2025-06-15,Beauty,65.83
L0019370,S002475,2025-06-05,Beauty,46.66
L0019371,S002475,2025-06-17,Beauty,35.8
L0019372,S002475,2025-06-04,Beauty,11.29
L0019373,S002475,2025-06-29,Beauty,54.42
L0019374,S002475,2025-06-06,Beauty,60.65
L0019375,S002475,2025-06-12,Beauty,43.9
L0019376,S002475,2025-06-20,Beauty,57.35
L0019377,S002475,2025-06-08,Beauty,66.48
L0019378,S002475,2025-06-18,Beauty,45.48
L0019379,S002476,2025-07-10,Electronics,72.05
L0019380,S002477,2025-04-02,Grocery,16.99
L0019381,S002477,2025-03-15,Grocery,58.5
L0019382,S002477,2025-03-27,Grocery,110.28
L0019383,S002477,2025-03-22,Grocery,83.94
L0019384,S002478,2025-02-24,Grocery,70.22
L0019385,S002478,2025-01-31,Grocery,14.61
L0019386,S002478,2025-02-06,Grocery,29.1
L0019387,S002478,2025-02-06,Grocery,22.97
L0019388,S002478,2025-02-27,Grocery,48.38
L0019389,S002478,2025-02-05,Grocery,49.97
L0019390,S002478,2025-02-05,Grocery,14.51
L0019391,S002478,2025-02-16,Grocery,27.33
L0019392,S002478,2025-02-05,Grocery,53.06
L0019393,S002478,2025-02-15,Grocery,37.63
L0019394,S002479,2025-02-27,Books,78.08
L0019395,S002479,2025-02-27,Books,36.51
L0019396,S002479,2025-03-16,Books,98.34
L0019397,S002479,2025-03-13,Books,72.6
L0019398,S002480,2025-09-21,Toys,54.71
L0019399,S002480,2025-09-23,Toys,109.58
L0019400,S002480,2025-09-14,Toys,17.89
L0019401,S002480,2025-08-31,Toys,34.05
L0019402,S002480,2025-09-05,Toys,12.21
L0019403,S002481,2025-12-10,Electronics,84.24
L0019404,S002481,2025-11-15,Electronics,26.01
L0019405,S002481,2025-12-08,Electronics,19.84
L0019406,S002481,2025-11-27,Electronics,77.06
L0019407,S002481,2025-12-01,Electronics,81.07
L0019408,S002481,2025-12-09,Electronics,114.37
L0019409,S002481,2025-12-03,Electronics,102.88
L0019410,S002481,2025-11-15,Electronics,22.37
L0019411,S002482,2025-03-23,Grocery,35.88
L0019412,S002482,2025-03-07,Grocery,66.56
L0019413,S002482,2025-03-19,Grocery,72.15
L0019414,S002482,2025-04-01,Grocery,73.75
L0019415,S002483,2025-05-23,Books,68.15
L0019416,S002483,2025-05-22,Books,18.0
L0019417,S002483,2025-05-21,Books,50.14
L0019418,S002483,2025-05-02,Books,54.96
L0019419,S002483,2025-04-28,Books,21.56
L0019420,S002483,2025-05-22,Books,33.75
L0019421,S002483,2025-04-29,Books,34.74
L0019422,S002483,2025-05-09,Books,184.51
L0019423,S002483,2025-04-30,Books,158.44
L0019424,S002483,2025-05-09,Books,28.15
L0019425,S002483,2025-05-09,Books,30.85
L0019426,S002483,2025-05-15,Books,63.25
L0019427,S002484,2025-06-01,Books,53.76
L0019428,S002484,2025-05-20,Books,33.71
L0019429,S002484,2025-05-12,Books,17.23
L0019430,S002484,2025-05-21,Books,12.66
L0019431,S002484,2025-05-12,Books,36.97
L0019432,S002484,2025-05-09,Books,75.14
L0019433,S002484,2025-05-10,Books,140.54
L0019434,S002484,2025-05-23,Books,33.82
L0019435,S002484,2025-05-11,Books,88.3
L0019436,S002485,2025-05-21,Fashion,12.59
L0019437,S002485,2025-06-09,Fashion,65.5
L0019438,S002485,2025-05-19,Fashion,131.52
L0019439,S002485,2025-06-01,Fashion,38.82
L0019440,S002485,2025-05-30,Fashion,43.01
L0019441,S002485,2025-06-02,Fashion,89.93
L0019442,S002485,2025-05-31,Fashion,49.6
L0019443,S002485,2025-06-09,Fashion,55.86
L0019444,S002485,2025-06-05,Fashion,18.04
L0019445,S002485,2025-05-25,Fashion,121.69
L0019446,S002485,2025-05-22,Fashion,84.69
L0019447,S002485,2025-06-01,Fashion,63.98
L0019448,S002485,2025-05-25,Fashion,77.53
L0019449,S002485,2025-05-17,Fashion,24.43
L0019450,S002486,2025-04-04,Grocery,30.98
L0019451,S002486,2025-04-25,Grocery,38.73
L0019452,S002486,2025-04-03,Grocery,33.7
L0019453,S002486,2025-04-02,Grocery,10.9
L0019454,S002486,2025-04-19,Grocery,76.23
L0019455,S002486,2025-04-26,Grocery,41.96
L0019456,S002486,2025-04-24,Grocery,46.45
L0019457,S002486,2025-04-26,Grocery,34.28
L0019458,S002486,2025-04-03,Grocery,37.85
L0019459,S002487,2025-01-22,Grocery,52.68
L0019460,S002487,2025-02-14,Grocery,20.37
L0019461,S002487,2025-02-07,Grocery,26.85
L0019462,S002487,2025-01-23,Grocery,44.59
L0019463,S002487,2025-02-01,Grocery,34.56
L0019464,S002487,2025-01-21,Grocery,27.49
L0019465,S002487,2025-02-04,Grocery,31.87
L0019466,S002487,2025-01-22,Grocery,31.08
L0019467,S002487,2025-02-03,Grocery,31.53
L0019468,S002487,2025-01-25,Grocery,35.7
L0019469,S002488,2025-07-16,Jewelry,51.25
L0019470,S002488,2025-07-15,Jewelry,122.16
L0019471,S002488,2025-08-02,Jewelry,41.3
L0019472,S002488,2025-07-21,Jewelry,21.06
L0019473,S002488,2025-08-02,Jewelry,27.3
L0019474,S002488,2025-07-20,Jewelry,59.89
L0019475,S002488,2025-07-15,Jewelry,50.2
L0019476,S002488,2025-08-06,Jewelry,53.71
L0019477,S002489,2025-06-01,Sports,38.71
L0019478,S002489,2025-05-21,Sports,46.65
L0019479,S002489,2025-06-09,Sports,37.59
L0019480,S002489,2025-06-02,Sports,35.86
L0019481,S002490,2025-05-22,Grocery,179.25
L0019482,S002491,2025-05-03,Toys,49.62
L0019483,S002491,2025-04-22,Toys,32.32
L0019484,S002491,2025-04-27,Toys,29.4
L0019485,S002492,2025-12-07,Books,125.62
L0019486,S002493,2025-08-20,Books,27.96
L0019487,S002493,2025-08-18,Books,149.62
L0019488,S002493,2025-08-15,Books,75.21
L0019489,S002493,2025-08-21,Books,42.3
L0019490,S002493,2025-08-16,Books,34.81
L0019491,S002493,2025-09-09,Books,46.59
L0019492,S002493,2025-09-06,Books,50.14
L0019493,S002493,2025-08-23,Books,53.8
L0019494,S002493,2025-09-04,Books,22.8
L0019495,S002494,2025-06-05,Grocery,28.51
L0019496,S002494,2025-06-16,Grocery,62.5
L0019497,S002494,2025-06-24,Grocery,45.27
L0019498,S002494,2025-06-04,Grocery,170.69
L0019499,S002494,2025-06-20,Grocery,46.49
L0019500,S002495,2025-03-25,Jewelry,33.84
L0019501,S002495,2025-04-10,Jewelry,63.88
L0019502,S002495,2025-03-28,Jewelry,20.84
L0019503,S002495,2025-04-12,Jewelry,94.44
L0019504,S002496,2025-11-08,Electronics,163.01
L0019505,S002496,2025-11-10,Electronics,50.62
L0019506,S002496,2025-11-05,Electronics,16.3
L0019507,S002496,2025-11-06,Electronics,36.6
L0019508,S002496,2025-10-23,Electronics,16.21
L0019509,S002496,2025-10-28,Electronics,58.37
L0019510,S002496,2025-11-06,Electronics,29.8
L0019511,S002496,2025-11-01,Electronics,20.58
L0019512,S002496,2025-11-13,Electronics,130.79
L0019513,S002497,2025-12-20,Grocery,67.68
L0019514,S002497,2025-12-11,Grocery,62.44
L0019515,S002497,2025-11-23,Grocery,61.54
L0019516,S002497,2025-11-26,Grocery,25.21
L0019517,S002497,2025-12-12,Grocery,72.3
L0019518,S002497,2025-12-05,Grocery,10.89
L0019519,S002497,2025-12-09,Grocery,46.57
L0019520,S002497,2025-12-13,Grocery,76.02
L0019521,S002498,2025-02-08,Grocery,28.45
L0019522,S002498,2025-02-04,Grocery,56.82
L0019523,S002498,2025-01-25,Grocery,99.16
L0019524,S002498,2025-01-17,Grocery,9.78
L0019525,S002498,2025-02-04,Grocery,60.78
L0019526,S002499,2025-12-23,Sports,73.02
L0019527,S002499,2025-12-06,Sports,30.94
L0019528,S002499,2025-12-20,Sports,72.23
L0019529,S002499,2025-12-14,Sports,31.15
L0019530,S002499,2025-12-14,Sports,24.76
L0019531,S002499,2025-12-28,Sports,63.31
L0019532,S002499,2025-12-08,Sports,142.42
L0019533,S002499,2026-01-04,Sports,20.32
L0019534,S002499,2025-12-16,Sports,22.2
L0019535,S002499,2025-12-12,Sports,48.67
L0019536,S002500,2025-10-07,Sports,34.12
L0019537,S002500,2025-09-23,Sports,11.87
L0019538,S002500,2025-09-17,Sports,69.91
L0019539,S002500,2025-09-13,Sports,19.93
L0019540,S002500,2025-09-27,Sports,42.94
L0019541,S002500,2025-10-01,Sports,79.89
L0019542,S002500,2025-10-05,Sports,26.4
L0019543,S002500,2025-10-01,Sports,20.11
L0019544,S002500,2025-10-12,Sports,82.74
L0019545,S002500,2025-09-19,Sports,17.52
L0019546,S002501,2025-02-16,Grocery,21.45
L0019547,S002501,2025-02-23,Grocery,136.39
L0019548,S002501,2025-03-02,Grocery,44.5
L0019549,S002501,2025-02-20,Grocery,97.97
L0019550,S002501,2025-02-23,Grocery,81.81
L0019551,S002501,2025-02-27,Grocery,70.62
L0019552,S002501,2025-02-23,Grocery,93.48
L0019553,S002501,2025-03-05,Grocery,47.64
L0019554,S002501,2025-02-25,Grocery,67.9
L0019555,S002501,2025-02-08,Grocery,8.97
L0019556,S002501,2025-02-19,Grocery,51.56
L0019557,S002502,2025-10-14,Toys,74.77
L0019558,S002502,2025-10-15,Toys,31.96
L0019559,S002502,2025-10-26,Toys,55.63
L0019560,S002502,2025-10-23,Toys,6.82
L0019561,S002502,2025-10-31,Toys,21.27
L0019562,S002502,2025-10-17,Toys,75.15
L0019563,S002502,2025-10-16,Toys,29.55
L0019564,S002503,2025-02-17,Toys,85.9
L0019565,S002503,2025-02-10,Toys,33.68
L0019566,S002503,2025-02-24,Toys,79.6
L0019567,S002503,2025-02-19,Toys,38.02
L0019568,S002503,2025-02-26,Toys,65.48
L0019569,S002503,2025-02-23,Toys,48.0
L0019570,S002504,2025-01-26,Jewelry,43.06
L0019571,S002504,2025-02-10,Jewelry,50.44
L0019572,S002504,2025-02-13,Jewelry,68.26
L0019573,S002504,2025-02-11,Jewelry,28.43
L0019574,S002504,2025-01-24,Jewelry,33.25
L0019575,S002504,2025-02-01,Jewelry,90.92
L0019576,S002504,2025-01-22,Jewelry,39.78
L0019577,S002504,2025-02-17,Jewelry,64.78
L0019578,S002504,2025-01-24,Jewelry,35.42
L0019579,S002505,2025-03-04,Grocery,176.46
L0019580,S002505,2025-02-18,Grocery,42.5
L0019581,S002505,2025-03-08,Grocery,17.04
L0019582,S002505,2025-02-24,Grocery,22.18
L0019583,S002505,2025-02-17,Grocery,82.42
L0019584,S002505,2025-03-01,Grocery,16.35
L0019585,S002505,2025-02-13,Grocery,33.52
L0019586,S002505,2025-03-12,Grocery,24.38
L0019587,S002505,2025-02-27,Grocery,52.35
L0019588,S002505,2025-02-28,Grocery,91.31
L0019589,S002505,2025-03-07,Grocery,62.18
L0019590,S002505,2025-03-10,Grocery,19.66
L0019591,S002506,2025-06-28,Home & Kitchen,45.51
L0019592,S002506,2025-07-10,Home & Kitchen,32.45
L0019593,S002507,2025-09-08,Jewelry,67.34
L0019594,S002507,2025-08-31,Jewelry,65.87
L0019595,S002507,2025-08-29,Jewelry,19.37
L0019596,S002507,2025-09-12,Jewelry,37.45
L0019597,S002507,2025-08-25,Jewelry,22.51
L0019598,S002507,2025-08-17,Jewelry,80.44
L0019599,S002507,2025-09-02,Jewelry,18.81
L0019600,S002507,2025-09-11,Jewelry,30.62
L0019601,S002507,2025-09-02,Jewelry,30.07
L0019602,S002508,2025-06-04,Beauty,59.06
L0019603,S002508,2025-05-30,Beauty,43.3
L0019604,S002508,2025-06-18,Beauty,48.64
L0019605,S002508,2025-05-30,Beauty,6.87
L0019606,S002508,2025-06-07,Beauty,128.27
L0019607,S002508,2025-06-22,Beauty,47.91
L0019608,S002508,2025-06-26,Beauty,51.72
L0019609,S002508,2025-06-18,Beauty,18.29
L0019610,S002509,2025-03-13,Fashion,27.85
L0019611,S002510,2025-03-17,Jewelry,24.93
L0019612,S002510,2025-03-21,Jewelry,116.1
L0019613,S002510,2025-04-04,Jewelry,23.96
L0019614,S002510,2025-04-04,Jewelry,24.5
L0019615,S002510,2025-03-24,Jewelry,53.9
L0019616,S002510,2025-03-30,Jewelry,101.68
L0019617,S002510,2025-03-20,Jewelry,33.35
L0019618,S002510,2025-03-14,Jewelry,63.2
L0019619,S002510,2025-03-30,Jewelry,45.03
L0019620,S002510,2025-04-01,Jewelry,144.87
L0019621,S002511,2025-12-05,Home & Kitchen,53.8
L0019622,S002511,2025-11-23,Home & Kitchen,71.67
L0019623,S002511,2025-11-28,Home & Kitchen,123.21
L0019624,S002511,2025-11-19,Home & Kitchen,51.58
L0019625,S002512,2025-12-19,Home & Kitchen,55.25
L0019626,S002512,2026-01-03,Home & Kitchen,89.23
L0019627,S002512,2025-12-27,Home & Kitchen,43.87
L0019628,S002512,2025-12-20,Home & Kitchen,23.61
L0019629,S002513,2025-10-21,Home & Kitchen,104.76
L0019630,S002513,2025-10-16,Home & Kitchen,76.0
L0019631,S002513,2025-10-09,Home & Kitchen,16.65
L0019632,S002513,2025-10-06,Home & Kitchen,51.98
L0019633,S002513,2025-10-20,Home & Kitchen,10.92
L0019634,S002513,2025-10-31,Home & Kitchen,38.43
L0019635,S002513,2025-10-28,Home & Kitchen,78.28
L0019636,S002513,2025-10-13,Home & Kitchen,37.45
L0019637,S002513,2025-10-21,Home & Kitchen,29.04
L0019638,S002513,2025-10-18,Home & Kitchen,20.53
L0019639,S002513,2025-10-31,Home & Kitchen,20.95
L0019640,S002513,2025-10-14,Home & Kitchen,146.69
L0019641,S002514,2025-02-20,Toys,36.67
L0019642,S002514,2025-02-23,Toys,59.69
L0019643,S002514,2025-02-11,Toys,75.65
L0019644,S002514,2025-02-07,Toys,53.61
L0019645,S002514,2025-03-07,Toys,31.99
L0019646,S002514,2025-03-06,Toys,43.25
L0019647,S002515,2025-11-05,Fashion,8.82
L0019648,S002515,2025-11-05,Fashion,37.31
L0019649,S002515,2025-11-12,Fashion,11.8
L0019650,S002515,2025-10-30,Fashion,112.5
L0019651,S002515,2025-10-29,Fashion,40.07
L0019652,S002515,2025-11-09,Fashion,97.09
L0019653,S002515,2025-11-23,Fashion,70.8
L0019654,S002515,2025-10-30,Fashion,43.33
L0019655,S002515,2025-11-09,Fashion,17.09
L0019656,S002515,2025-11-07,Fashion,80.66
L0019657,S002515,2025-11-13,Fashion,30.32
L0019658,S002516,2025-09-28,Fashion,38.08
L0019659,S002516,2025-10-05,Fashion,53.69
L0019660,S002516,2025-09-29,Fashion,21.35
L0019661,S002516,2025-09-27,Fashion,43.73
L0019662,S002516,2025-09-26,Fashion,92.13
L0019663,S002517,2025-07-13,Beauty,21.54
L0019664,S002517,2025-08-09,Beauty,25.54
L0019665,S002517,2025-08-04,Beauty,60.78
L0019666,S002517,2025-07-27,Beauty,37.28
L0019667,S002517,2025-08-02,Beauty,14.76
L0019668,S002517,2025-08-01,Beauty,112.62
L0019669,S002517,2025-07-15,Beauty,35.61
L0019670,S002517,2025-07-17,Beauty,49.47
L0019671,S002517,2025-07-15,Beauty,68.73
L0019672,S002517,2025-07-26,Beauty,82.76
L0019673,S002517,2025-07-13,Beauty,14.16
L0019674,S002518,2025-02-22,Home & Kitchen,15.56
L0019675,S002518,2025-03-06,Home & Kitchen,74.1
L0019676,S002518,2025-02-22,Home & Kitchen,14.8
L0019677,S002518,2025-03-21,Home & Kitchen,28.91
L0019678,S002519,2025-12-30,Fashion,59.76
L0019679,S002519,2026-01-23,Fashion,63.75
L0019680,S002519,2026-01-03,Fashion,25.8
L0019681,S002519,2026-01-01,Fashion,154.67
L0019682,S002519,2026-01-12,Fashion,69.78
L0019683,S002519,2026-01-28,Fashion,77.79
L0019684,S002519,2026-01-05,Fashion,33.86
L0019685,S002519,2026-01-28,Fashion,54.32
L0019686,S002519,2026-01-14,Fashion,43.71
L0019687,S002519,2026-01-23,Fashion,54.25
L0019688,S002519,2026-01-20,Fashion,50.5
L0019689,S002519,2026-01-07,Fashion,108.5
L0019690,S002520,2025-06-14,Automotive Parts,135.05
L0019691,S002520,2025-06-23,Automotive Parts,140.54
L0019692,S002520,2025-06-16,Automotive Parts,140.66
L0019693,S002520,2025-07-03,Automotive Parts,78.18
L0019694,S002520,2025-06-25,Automotive Parts,21.52
L0019695,S002521,2025-01-23,Sports,68.85
L0019696,S002521,2025-02-06,Sports,109.09
L0019697,S002521,2025-01-31,Sports,33.24
L0019698,S002521,2025-01-27,Sports,90.21
L0019699,S002521,2025-01-21,Sports,16.94
L0019700,S002522,2025-04-02,Electronics,46.86
L0019701,S002522,2025-04-01,Electronics,49.15
L0019702,S002522,2025-03-28,Electronics,108.4
L0019703,S002522,2025-03-27,Electronics,20.08
L0019704,S002522,2025-04-03,Electronics,46.65
L0019705,S002522,2025-03-26,Electronics,34.14
L0019706,S002522,2025-04-01,Electronics,49.03
L0019707,S002522,2025-03-20,Electronics,42.0
L0019708,S002523,2025-06-01,Fashion,33.36
L0019709,S002523,2025-06-04,Fashion,82.91
L0019710,S002523,2025-05-31,Fashion,71.26
L0019711,S002523,2025-06-12,Fashion,47.05
L0019712,S002523,2025-05-30,Fashion,41.61
L0019713,S002523,2025-06-09,Fashion,87.31
L0019714,S002523,2025-06-19,Fashion,43.96
L0019715,S002523,2025-06-25,Fashion,60.69
L0019716,S002524,2025-02-12,Jewelry,51.22
L0019717,S002524,2025-02-17,Jewelry,31.76
L0019718,S002524,2025-01-23,Jewelry,10.32
L0019719,S002524,2025-02-01,Jewelry,56.94
L0019720,S002524,2025-02-10,Jewelry,34.11
L0019721,S002525,2025-04-30,Home & Kitchen,54.24
L0019722,S002525,2025-05-10,Home & Kitchen,37.34
L0019723,S002526,2025-06-27,Fashion,60.87
L0019724,S002526,2025-06-23,Fashion,35.57
L0019725,S002526,2025-07-08,Fashion,94.9
L0019726,S002526,2025-06-29,Fashion,98.17
L0019727,S002526,2025-07-01,Fashion,16.12
L0019728,S002526,2025-07-19,Fashion,62.65
L0019729,S002526,2025-06-23,Fashion,29.12
L0019730,S002526,2025-07-16,Fashion,119.37
L0019731,S002526,2025-06-20,Fashion,74.7
L0019732,S002526,2025-06-30,Fashion,24.95
L0019733,S002526,2025-07-06,Fashion,45.77
L0019734,S002526,2025-06-30,Fashion,124.26
L0019735,S002526,2025-07-11,Fashion,50.95
L0019736,S002527,2025-12-24,Books,39.42
L0019737,S002527,2026-01-09,Books,36.38
L0019738,S002527,2025-12-14,Books,91.96
L0019739,S002527,2026-01-05,Books,64.02
L0019740,S002527,2026-01-07,Books,36.69
L0019741,S002527,2026-01-10,Books,54.6
L0019742,S002527,2026-01-03,Books,13.05
L0019743,S002527,2025-12-26,Books,22.08
L0019744,S002527,2025-12-16,Books,48.93
L0019745,S002528,2025-02-16,Jewelry,8.45
L0019746,S002529,2025-07-30,Beauty,23.57
L0019747,S002529,2025-07-31,Beauty,30.75
L0019748,S002529,2025-08-16,Beauty,44.11
L0019749,S002529,2025-08-27,Beauty,14.47
L0019750,S002529,2025-08-18,Beauty,34.68
L0019751,S002529,2025-08-20,Beauty,51.64
L0019752,S002529,2025-08-20,Beauty,19.86
L0019753,S002529,2025-08-09,Beauty,26.77
L0019754,S002529,2025-08-10,Beauty,73.46
L0019755,S002529,2025-08-11,Beauty,18.88
L0019756,S002529,2025-08-16,Beauty,145.54
L0019757,S002529,2025-08-02,Beauty,50.75
L0019758,S002529,2025-08-14,Beauty,22.05
L0019759,S002530,2025-12-16,Grocery,46.05
L0019760,S002530,2025-12-04,Grocery,58.46
L0019761,S002530,2025-12-12,Grocery,20.33
L0019762,S002530,2025-12-30,Grocery,114.87
L0019763,S002530,2025-12-19,Grocery,90.9
L0019764,S002530,2025-12-07,Grocery,33.72
L0019765,S002530,2025-12-06,Grocery,17.66
L0019766,S002530,2025-12-03,Grocery,36.73
L0019767,S002530,2025-12-02,Grocery,44.44
L0019768,S002530,2025-12-08,Grocery,30.81
L0019769,S002530,2025-12-15,Grocery,46.35
L0019770,S002531,2025-11-12,Toys,41.05
L0019771,S002531,2025-10-29,Toys,36.05
L0019772,S002531,2025-11-17,Toys,102.31
L0019773,S002531,2025-10-28,Toys,12.96
L0019774,S002531,2025-10-23,Toys,35.24
L0019775,S002531,2025-10-27,Toys,66.74
L0019776,S002531,2025-11-18,Toys,28.62
L0019777,S002532,2026-01-01,Fashion,59.63
L0019778,S002532,2025-12-15,Fashion,28.87
L0019779,S002532,2025-12-23,Fashion,95.32
L0019780,S002532,2025-12-06,Fashion,64.64
L0019781,S002532,2025-12-08,Fashion,101.85
L0019782,S002532,2025-12-31,Fashion,34.32
L0019783,S002533,2025-03-25,Grocery,26.51
L0019784,S002533,2025-04-01,Grocery,26.36
L0019785,S002533,2025-03-04,Grocery,23.32
L0019786,S002533,2025-03-29,Grocery,60.25
L0019787,S002533,2025-03-09,Grocery,24.07
L0019788,S002533,2025-03-04,Grocery,98.82
L0019789,S002533,2025-03-26,Grocery,42.01
L0019790,S002533,2025-04-01,Grocery,75.19
L0019791,S002533,2025-03-21,Grocery,28.42
L0019792,S002533,2025-04-01,Grocery,14.35
L0019793,S002533,2025-03-25,Grocery,26.66
L0019794,S002533,2025-03-31,Grocery,80.47
L0019795,S002533,2025-03-11,Grocery,25.0
L0019796,S002534,2025-11-18,Automotive Parts,45.37
L0019797,S002534,2025-10-23,Automotive Parts,9.66
L0019798,S002534,2025-11-06,Automotive Parts,72.86
L0019799,S002534,2025-11-10,Automotive Parts,68.15
L0019800,S002534,2025-11-01,Automotive Parts,13.05
L0019801,S002534,2025-11-10,Automotive Parts,137.31
L0019802,S002534,2025-11-09,Automotive Parts,29.17
L0019803,S002535,2026-01-06,Automotive Parts,56.04
L0019804,S002535,2026-01-08,Automotive Parts,110.49
L0019805,S002535,2026-01-06,Automotive Parts,58.0
L0019806,S002535,2025-12-29,Automotive Parts,59.25
L0019807,S002535,2026-01-04,Automotive Parts,28.95
L0019808,S002535,2026-01-04,Automotive Parts,33.28
L0019809,S002535,2025-12-27,Automotive Parts,52.1
L0019810,S002535,2026-01-02,Automotive Parts,134.57
L0019811,S002535,2026-01-10,Automotive Parts,27.82
L0019812,S002535,2025-12-25,Automotive Parts,41.21
L0019813,S002535,2026-01-02,Automotive Parts,23.27
L0019814,S002536,2025-05-28,Fashion,109.19
L0019815,S002536,2025-05-05,Fashion,13.58
L0019816,S002536,2025-05-22,Fashion,40.08
L0019817,S002536,2025-05-15,Fashion,54.23
L0019818,S002536,2025-05-10,Fashion,47.84
L0019819,S002536,2025-05-27,Fashion,19.9
L0019820,S002536,2025-05-21,Fashion,70.48
L0019821,S002536,2025-05-25,Fashion,31.26
L0019822,S002536,2025-05-13,Fashion,33.62
L0019823,S002536,2025-05-25,Fashion,51.85
L0019824,S002537,2025-07-11,Sports,20.21
L0019825,S002538,2025-08-01,Books,37.67
L0019826,S002538,2025-07-26,Books,25.78
L0019827,S002538,2025-08-04,Books,27.81
L0019828,S002538,2025-08-06,Books,134.85
L0019829,S002538,2025-07-29,Books,37.65
L0019830,S002538,2025-08-07,Books,96.41
L0019831,S002538,2025-08-08,Books,25.84
L0019832,S002538,2025-08-01,Books,114.79
L0019833,S002538,2025-07-15,Books,60.82
L0019834,S002538,2025-07-27,Books,100.11
L0019835,S002538,2025-07-29,Books,37.17
L0019836,S002538,2025-07-13,Books,35.14
L0019837,S002538,2025-07-17,Books,58.4
L0019838,S002539,2025-07-03,Electronics,76.15
L0019839,S002539,2025-07-10,Electronics,80.68
L0019840,S002539,2025-07-11,Electronics,25.87
L0019841,S002539,2025-07-23,Electronics,41.32
L0019842,S002539,2025-07-08,Electronics,58.84
L0019843,S002539,2025-07-27,Electronics,45.13
L0019844,S002539,2025-07-14,Electronics,51.25
L0019845,S002540,2025-05-04,Automotive Parts,100.2
L0019846,S002540,2025-04-18,Automotive Parts,18.4
L0019847,S002540,2025-04-22,Automotive Parts,9.31
L0019848,S002540,2025-04-25,Automotive Parts,34.67
L0019849,S002540,2025-05-07,Automotive Parts,55.75
L0019850,S002541,2025-12-25,Fashion,22.53
L0019851,S002541,2026-01-12,Fashion,55.02
L0019852,S002541,2025-12-28,Fashion,76.45
L0019853,S002541,2026-01-17,Fashion,31.13
L0019854,S002541,2026-01-18,Fashion,49.4
L0019855,S002541,2025-12-25,Fashion,96.28
L0019856,S002541,2025-12-22,Fashion,11.31
L0019857,S002542,2025-12-18,Home & Kitchen,61.91
L0019858,S002542,2025-12-20,Home & Kitchen,35.97
L0019859,S002542,2025-12-22,Home & Kitchen,79.44
L0019860,S002542,2025-12-31,Home & Kitchen,21.94
L0019861,S002542,2026-01-04,Home & Kitchen,66.41
L0019862,S002543,2025-06-16,Automotive Parts,63.6
L0019863,S002543,2025-05-21,Automotive Parts,20.93
L0019864,S002544,2025-10-26,Sports,169.34
L0019865,S002544,2025-10-28,Sports,91.87
L0019866,S002544,2025-11-14,Sports,13.2
L0019867,S002544,2025-11-03,Sports,24.45
L0019868,S002544,2025-10-30,Sports,47.31
L0019869,S002544,2025-10-27,Sports,39.14
L0019870,S002544,2025-11-19,Sports,13.18
L0019871,S002545,2025-06-19,Books,42.79
L0019872,S002545,2025-06-20,Books,86.8
L0019873,S002545,2025-06-06,Books,29.76
L0019874,S002545,2025-06-14,Books,29.48
L0019875,S002545,2025-06-13,Books,45.62
L0019876,S002545,2025-06-03,Books,86.01
L0019877,S002545,2025-06-24,Books,49.85
L0019878,S002545,2025-06-01,Books,26.67
L0019879,S002545,2025-05-26,Books,71.36
L0019880,S002546,2025-10-23,Toys,68.27
L0019881,S002546,2025-11-05,Toys,54.7
L0019882,S002547,2025-08-22,Grocery,72.5
L0019883,S002547,2025-08-23,Grocery,45.49
L0019884,S002547,2025-08-06,Grocery,16.06
L0019885,S002547,2025-08-09,Grocery,18.51
L0019886,S002547,2025-08-13,Grocery,45.03
L0019887,S002547,2025-08-24,Grocery,85.23
L0019888,S002547,2025-08-15,Grocery,30.79
L0019889,S002547,2025-08-16,Grocery,72.1
L0019890,S002548,2025-07-10,Electronics,68.36
L0019891,S002548,2025-07-06,Electronics,26.34
L0019892,S002548,2025-07-10,Electronics,82.04
L0019893,S002548,2025-07-09,Electronics,17.18
