seller_id,registration_date,business_category,identity_consistency_score,email_domain_age_days,device_id,ip_hash,is_fraud,fraud_type
S002343,2025-09-27,Beauty,0.895,1949,D005258,IP009600,False,none
S002344,2025-08-03,Books,0.802,1233,D000658,IP003099,False,none
S002345,2025-04-04,Automotive Parts,0.878,1938,D006648,IP007692,False,none
S002346,2025-04-30,Toys,0.773,398,D006099,IP007685,False,none
S002347,2025-10-02,Fashion,0.679,2450,D003646,IP004426,False,none
S002348,2025-03-15,Beauty,0.816,1605,D007904,IP001635,False,none
S002349,2025-07-04,Fashion,0.922,496,D003507,IP004721,False,none
S002350,2025-07-16,Toys,0.879,1278,D001146,IP001456,False,none
S002351,2025-10-01,Grocery,0.89,903,D001212,IP003521,False,none
S002352,2025-09-18,Electronics,0.872,1049,D009016,IP003830,False,none
S002353,2025-06-19,Grocery,0.89,152,D003760,IP005182,False,none
S002354,2025-04-23,Home & Kitchen,0.903,49,D004147,IP001864,False,none
S002355,2025-05-15,Books,0.823,1049,D003054,IP008458,True,stolen_goods
S002356,2025-05-31,Jewelry,0.858,905,D007378,IP000789,False,none
S002357,2025-03-22,Grocery,1.0,2996,D006055,IP009856,False,none
S002358,2025-08-17,Books,0.864,788,D008990,IP003127,False,none
S002359,2025-03-18,Books,0.854,988,D008944,IP004895,False,none
S002360,2025-08-25,Fashion,0.86,2745,D009896,IP008755,False,none
S002361,2025-10-02,Fashion,0.828,2579,D003290,IP006542,False,none
S002362,2025-12-18,Beauty,0.806,171,D005839,IP000565,False,none
S002363,2025-02-13,Books,0.871,258,D003464,IP006040,False,none
S002364,2025-10-05,Books,0.799,285,D007042,IP005661,False,none
S002365,2025-02-01,Grocery,0.835,1379,D007481,IP009326,False,none
S002366,2025-05-04,Beauty,0.771,1718,D002516,IP005630,False,none
S002367,2025-03-06,Jewelry,0.861,1055,D008596,IP009921,False,none
S002368,2025-03-01,Toys,0.908,39,D002900,IP005308,False,none
S002369,2025-03-06,Home & Kitchen,0.829,605,D009833,IP001923,False,none
S002370,2025-01-17,Grocery,0.649,1844,D008507,IP005055,False,none
S002371,2025-10-28,Fashion,0.909,1118,D000181,IP009173,False,none
S002372,2025-01-23,Toys,0.862,371,D003982,IP000172,False,none
S002373,2025-05-26,Grocery,0.751,1954,D003883,IP003989,False,none
S002374,2025-09-13,Grocery,0.927,1840,D008224,IP000474,False,none
S002375,2025-12-28,Home & Kitchen,0.71,1471,D007244,IP008419,False,none
S002376,2025-11-08,Fashion,0.955,2820,D000505,IP005112,False,none
S002377,2025-02-20,Electronics,0.844,2533,D008406,IP007161,False,none
S002378,2025-12-27,Electronics,0.623,120,D002182,IP009683,False,none
S002379,2025-08-27,Jewelry,0.868,2714,D003697,IP008322,False,none
S002380,2025-03-07,Grocery,0.809,149,D001700,IP004079,False,none
S002381,2025-06-13,Sports,0.794,1446,D001575,IP009348,False,none
S002382,2025-12-02,Sports,0.776,2705,D005270,IP004723,False,none
S002383,2025-05-24,Beauty,0.837,2945,D000846,IP009785,False,none
S002384,2025-03-09,Fashion,0.801,68,D000805,IP009820,False,none
S002385,2025-11-16,Electronics,0.664,216,D007857,IP002216,False,none
S002386,2025-12-14,Books,0.977,724,D003438,IP007791,False,none
S002387,2025-12-23,Electronics,0.826,829,D006482,IP006978,False,none
S002388,2025-12-15,Fashion,0.777,839,D009862,IP007701,False,none
S002389,2025-11-15,Grocery,0.565,13,D000508,IP001677,True,synthetic_identity
S002390,2025-06-15,Sports,0.927,957,D007942,IP005047,False,none
S002391,2025-03-12,Toys,0.72,1748,D001096,IP001514,False,none
S002392,2025-08-14,Home & Kitchen,0.863,2562,D007605,IP008979,False,none
S002393,2025-03-22,Fashion,0.792,1638,D003060,IP008733,False,none
S002394,2025-06-22,Toys,0.797,996,D001351,IP005811,False,none
S002395,2025-08-28,Beauty,0.74,1704,D002287,IP001298,False,none
S002396,2025-12-12,Sports,0.788,1861,D003645,IP006566,False,none
S002397,2025-04-16,Fashion,0.851,2688,D007297,IP004392,False,none
S002398,2025-04-02,Home & Kitchen,0.874,2842,D006805,IP007875,False,none
S002399,2025-09-26,Fashion,0.771,833,D007286,IP000993,False,none
S002400,2025-01-03,Toys,0.841,2754,D000216,IP004065,False,none
S002401,2025-07-26,Home & Kitchen,0.939,2450,D009753,IP003615,False,none
S002402,2025-09-30,Home & Kitchen,0.684,385,D004339,IP009532,False,none
S002403,2025-07-21,Sports,0.849,1674,D001113,IP002982,False,none
S002404,2025-05-21,Toys,0.755,457,D009285,IP009880,False,none
S002405,2025-10-30,Home & Kitchen,0.745,1471,D007927,IP009220,False,none
S002406,2025-05-16,Books,0.876,135,D000823,IP005871,False,none
S002407,2025-09-17,Beauty,0.795,898,D004368,IP001746,False,none
S002408,2025-06-19,Beauty,0.728,1764,D009062,IP002220,False,none
S002409,2025-01-10,Toys,0.982,912,D006826,IP000171,False,none
S002410,2025-07-13,Fashion,0.942,31,D001945,IP007749,False,none
S002411,2025-01-19,Toys,0.657,1166,D007004,IP007254,False,none
S002412,2025-12-06,Sports,0.703,1623,D001891,IP003221,False,none
S002413,2025-08-08,Fashion,0.909,2290,D003518,IP007312,True,bust_out
S002414,2025-05-16,Sports,0.822,410,D001954,IP005771,False,none
S002415,2025-06-27,Electronics,1.0,1430,D006933,IP008165,False,none
S002416,2025-08-15,Books,0.912,597,D009312,IP000867,False,none
S002417,2025-04-05,Electronics,0.88,462,D000444,IP001988,False,none
S002418,2025-04-16,Fashion,0.748,366,D006037,IP008073,True,bust_out
S002419,2025-06-02,Beauty,0.899,2279,D002484,IP003696,False,none
S002420,2025-04-05,Books,0.722,2758,D007507,IP009590,False,none
S002421,2025-10-04,Grocery,0.981,1990,D001393,IP008807,False,none
S002422,2025-02-07,Toys,0.892,1135,D003664,IP000942,False,none
S002423,2025-10-29,Fashion,0.768,2847,D002059,IP004036,False,none
S002424,2025-05-08,Beauty,0.93,1491,D008732,IP007315,False,none
S002425,2025-07-24,Grocery,1.0,1588,D000825,IP001363,False,none
S002426,2025-02-27,Electronics,0.828,1903,D005819,IP008608,False,none
S002427,2025-05-21,Grocery,0.905,1963,D001204,IP000981,False,none
S002428,2025-10-03,Beauty,0.807,1476,D005998,IP001095,False,none
S002429,2025-04-09,Electronics,0.859,1438,D007679,IP005434,False,none
S002430,2025-02-18,Books,0.699,954,D007523,IP002467,False,none
S002431,2025-07-10,Electronics,0.85,2042,D000333,IP006391,False,none
S002432,2025-03-01,Beauty,0.854,2017,D007736,IP003918,False,none
S002433,2025-04-25,Fashion,1.0,1308,D002968,IP002707,False,none
S002434,2025-06-14,Sports,0.67,2136,D006818,IP008367,False,none
S002435,2025-07-25,Electronics,0.822,414,D009638,IP001594,False,none
S002436,2025-08-22,Electronics,0.979,1249,D001189,IP004934,False,none
S002437,2025-09-04,Sports,0.826,2960,D003627,IP001684,False,none
S002438,2025-11-05,Automotive Parts,0.833,2201,D008667,IP001369,False,none
S002439,2025-01-25,Electronics,0.767,2161,D001415,IP002051,False,none
S002440,2025-05-13,Toys,0.757,2589,D002608,IP002563,False,none
S002441,2025-01-01,Jewelry,0.667,1826,D005490,IP004120,False,none
S002442,2025-01-04,Home & Kitchen,0.787,1988,D009961,IP004673,False,none
S002443,2025-03-19,Toys,0.751,1444,D002947,IP001387,True,account_takeover
S002444,2025-08-07,Jewelry,0.862,2478,D003855,IP000392,False,none
S002445,2025-11-23,Grocery,0.771,2134,D007957,IP000946,False,none
S002446,2025-10-10,Home & Kitchen,0.802,1571,D001199,IP006309,False,none
S002447,2025-08-24,Grocery,0.805,381,D003276,IP009739,False,none
S002448,2025-10-12,Books,0.845,2418,D003160,IP000253,False,none
S002449,2025-03-04,Sports,0.797,979,D004010,IP000347,False,none
S002450,2025-11-03,Toys,0.744,1077,D005735,IP007808,False,none
S002451,2025-11-21,Automotive Parts,0.859,374,D002216,IP007249,False,none
S002452,2025-02-04,Jewelry,0.957,651,D003914,IP007338,False,none
S002453,2025-06-21,Automotive Parts,0.863,378,D009168,IP001730,True,account_takeover
S002454,2025-10-30,Books,0.789,293,D008286,IP008654,False,none
S002455,2025-06-23,Beauty,0.838,65,D009562,IP006235,False,none
S002456,2025-11-03,Fashion,0.645,884,D006822,IP001577,False,none
S002457,2025-12-08,Fashion,0.836,2267,D005822,IP001156,False,none
S002458,2025-06-23,Automotive Parts,0.81,2591,D002134,IP006025,False,none
S002459,2025-01-22,Beauty,0.757,682,D001588,IP007790,False,none
S002460,2025-05-05,Fashion,0.775,1272,D005388,IP007810,False,none
S002461,2025-03-20,Home & Kitchen,0.809,2496,D004048,IP005875,False,none
S002462,2025-06-23,Electronics,0.949,2120,D007875,IP005157,False,none
S002463,2025-08-02,Sports,0.959,2713,D000096,IP006954,False,none
S002464,2025-06-19,Sports,0.757,1261,D008912,IP001308,False,none
S002465,2025-03-13,Beauty,0.798,506,D001705,IP003648,False,none
S002466,2025-04-20,Grocery,0.801,430,D003949,IP000989,False,none
S002467,2025-09-06,Toys,0.931,2126,D003562,IP008388,False,none
S002468,2025-01-10,Automotive Parts,0.865,79,D009244,IP006058,False,none
S002469,2025-03-20,Grocery,0.859,1381,D007204,IP007772,False,none
S002470,2025-11-22,Electronics,0.904,1060,D000359,IP004976,False,none
S002471,2025-02-06,Home & Kitchen,0.79,2756,D008530,IP009298,False,none
S002472,2025-06-01,Grocery,0.986,2994,D006766,IP009295,False,none
S002473,2025-03-17,Sports,0.85,1453,D000681,IP006163,False,none
S002474,2025-02-08,Grocery,0.764,1740,D007819,IP008338,False,none
S002475,2025-06-04,Beauty,0.827,1137,D000339,IP006595,False,none
S002476,2025-07-10,Electronics,0.973,2330,D004251,IP007237,False,none
S002477,2025-03-06,Grocery,0.807,884,D001620,IP002471,False,none
S002478,2025-01-29,Grocery,0.945,2233,D000109,IP009823,False,none
S002479,2025-02-19,Books,0.787,2710,D005595,IP001843,False,none
S002480,2025-08-26,Toys,0.773,515,D006870,IP006946,False,none
S002481,2025-11-11,Electronics,0.916,679,D004796,IP006068,False,none
S002482,2025-03-07,Grocery,0.763,1135,D003425,IP000923,False,none
S002483,2025-04-27,Books,0.932,2483,D005134,IP007746,False,none
S002484,2025-05-06,Books,0.885,1923,D001518,IP000775,False,none
S002485,2025-05-12,Fashion,0.763,583,D000499,IP005095,False,none
S002486,2025-03-31,Grocery,0.843,1104,D001571,IP008158,False,none
S002487,2025-01-21,Grocery,0.795,1930,D000542,IP001251,False,none
S002488,2025-07-11,Jewelry,0.885,2894,D007691,IP003607,False,none
S002489,2025-05-11,Sports,1.0,1353,D006087,IP005083,False,none
S002490,2025-05-05,Grocery,0.813,224,D001873,IP009242,False,none
S002491,2025-04-07,Toys,0.903,314,D005698,IP003819,False,none
S002492,2025-12-06,Books,0.852,87,D004840,IP001182,False,none
S002493,2025-08-11,Books,0.852,378,D001113,IP001314,False,none
S002494,2025-06-02,Grocery,0.833,1238,D009703,IP001987,False,none
S002495,2025-03-16,Jewelry,0.764,845,D009378,IP008666,False,none
S002496,2025-10-20,Electronics,0.884,903,D007588,IP007731,False,none
S002497,2025-11-21,Grocery,0.821,2300,D008086,IP004177,False,none
S002498,2025-01-12,Grocery,0.76,1431,D005471,IP008474,False,none
S002499,2025-12-06,Sports,0.951,2187,D008038,IP009184,False,none
S002500,2025-09-13,Sports,0.86,1626,D005282,IP008671,False,none
S002501,2025-02-06,Grocery,0.827,616,D001660,IP000045,False,none
S002502,2025-10-02,Toys,0.984,2844,D001673,IP000991,False,none
S002503,2025-02-09,Toys,0.666,1429,D008540,IP007254,False,none
S002504,2025-01-19,Jewelry,0.977,2508,D004464,IP003818,False,none
S002505,2025-02-12,Grocery,0.762,291,D007294,IP001588,False,none
S002506,2025-06-17,Home & Kitchen,0.871,2548,D001448,IP006463,False,none
S002507,2025-08-15,Jewelry,0.791,2148,D004478,IP003554,False,none
S002508,2025-05-29,Beauty,0.758,750,D000835,IP009187,False,none
S002509,2025-02-14,Fashion,0.981,2380,D002207,IP005768,False,none
S002510,2025-03-14,Jewelry,1.0,2228,D001091,IP002390,False,none
S002511,2025-11-08,Home & Kitchen,0.828,2680,D002081,IP009345,False,none
S002512,2025-12-18,Home & Kitchen,0.884,629,D006066,IP006003,False,none
S002513,2025-10-03,Home & Kitchen,0.856,2657,D000054,IP002962,False,none
S002514,2025-02-07,Toys,1.0,2286,D001935,IP001435,False,none
S002515,2025-10-27,Fashion,0.639,1014,D006909,IP005550,False,none
S002516,2025-09-10,Fashion,0.888,1051,D001493,IP007472,False,none
S002517,2025-07-12,Beauty,0.777,764,D005555,IP008359,False,none
S002518,2025-02-22,Home & Kitchen,0.614,1430,D008671,IP001275,False,none
S002519,2025-12-30,Fashion,0.814,2689,D007800,IP004321,False,none
S002520,2025-06-11,Automotive Parts,1.0,2513,D001220,IP009999,False,none
S002521,2025-01-17,Sports,0.784,438,D001475,IP006608,False,none
S002522,2025-03-18,Electronics,0.929,394,D007056,IP000922,False,none
S002523,2025-05-27,Fashion,0.97,178,D003464,IP009170,False,none
S002524,2025-01-23,Jewelry,0.849,1842,D004170,IP006853,False,none
S002525,2025-04-29,Home & Kitchen,0.862,943,D004767,IP004601,False,none
S002526,2025-06-20,Fashion,0.678,2282,D005790,IP007770,False,none
S002527,2025-12-13,Books,0.778,2281,D004491,IP006484,False,none
S002528,2025-02-01,Jewelry,0.941,593,D000233,IP002579,False,none
S002529,2025-07-30,Beauty,0.856,2082,D000944,IP007964,False,none
S002530,2025-12-01,Grocery,0.887,2293,D000000,IP002548,False,none
S002531,2025-10-22,Toys,0.863,2961,D002648,IP002289,False,none
S002532,2025-12-04,Fashion,1.0,2168,D008172,IP005961,False,none
S002533,2025-03-04,Grocery,0.807,1079,D009717,IP000186,False,none
S002534,2025-10-20,Automotive Parts,1.0,2999,D004754,IP006304,False,none
S002535,2025-12-24,Automotive Parts,0.863,828,D000272,IP005505,False,none
S002536,2025-04-30,Fashion,1.0,2416,D000713,IP007205,False,none
S002537,2025-07-02,Sports,0.728,1135,D008150,IP001592,False,none
S002538,2025-07-13,Books,0.868,2805,D003434,IP005802,False,none
S002539,2025-06-30,Electronics,0.811,2346,D008816,IP004416,False,none
S002540,2025-04-16,Automotive Parts,0.864,1799,D005063,IP001744,False,none
S002541,2025-12-21,Fashion,0.972,643,D008791,IP004519,False,none
S002542,2025-12-16,Home & Kitchen,0.888,566,D001354,IP009241,False,none
S002543,2025-05-19,Automotive Parts,0.972,2843,D008582,IP008242,False,none
S002544,2025-10-21,Sports,0.783,2405,D005463,IP001666,False,none
S002545,2025-05-26,Books,0.208,12,D004375,IP008467,True,synthetic_identity
S002546,2025-10-18,Toys,0.852,2632,D005287,IP005652,False,none
S002547,2025-08-02,Grocery,0.846,2349,D003271,IP000471,False,none
S002548,2025-06-21,Electronics,0.831,1163,D006028,IP009200,False,none
S002549,2025-02-16,Books,0.754,2481,D007700,IP005259,True,account_takeover
S002550,2025-08-27,Electronics,0.97,2388,D008102,IP009129,False,none
S002551,2025-04-28,Fashion,0.814,1436,D009782,IP000983,False,none
S002552,2025-03-21,Sports,0.993,59,D004127,IP001679,False,none
S002553,2025-03-12,Toys,0.851,2224,D007688,IP009018,False,none
S002554,2025-12-25,Fashion,0.915,1019,D008885,IP002386,False,none
S002555,2025-02-07,Grocery,0.906,1094,D000177,IP005493,False,none
S002556,2025-10-19,Beauty,0.768,2141,D004746,IP006018,False,none
S002557,2025-11-13,Jewelry,0.887,2432,D007007,IP009482,False,none
S002558,2025-01-12,Electronics,1.0,264,D004571,IP003371,False,none
S002559,2025-08-04,Home & Kitchen,0.875,2471,D001000,IP007537,False,none
S002560,2025-07-30,Home & Kitchen,0.94,879,D006556,IP007308,False,none
S002561,2025-05-11,Sports,0.919,1699,D004061,IP007009,False,none
S002562,2025-09-01,Toys,0.881,2605,D006175,IP005224,False,none
S002563,2025-05-30,Fashion,0.869,655,D000013,IP000711,False,none
S002564,2025-06-10,Sports,0.905,663,D000114,IP002660,True,bust_out
S002565,2025-06-07,Automotive Parts,0.926,2910,D006028,IP005609,False,none
S002566,2025-10-20,Fashion,0.715,1119,D009824,IP004110,False,none
S002567,2025-08-20,Home & Kitchen,0.875,2840,D006394,IP001845,False,none
S002568,2025-05-19,Toys,0.832,1072,D009426,IP006911,False,none
S002569,2025-12-05,Grocery,0.811,1859,D008472,IP004611,False,none
S002570,2025-10-20,Fashion,0.98,1531,D002812,IP007851,False,none
S002571,2025-12-07,Home & Kitchen,0.777,2951,D001023,IP005482,False,none
S002572,2025-09-24,Home & Kitchen,0.711,1651,D005585,IP003695,False,none
S002573,2025-05-23,Books,0.93,1508,D006204,IP001088,False,none
S002574,2025-10-10,Electronics,0.708,1399,D007704,IP001049,True,account_takeover
S002575,2025-05-01,Books,0.657,1127,D005210,IP005071,False,none
S002576,2025-04-09,Toys,0.941,1320,D009204,IP003532,False,none
S002577,2025-06-14,Beauty,0.866,1382,D008439,IP007182,False,none
S002578,2025-12-20,Jewelry,0.897,2291,D005859,IP006304,False,none
S002579,2025-07-27,Jewelry,0.806,138,D005513,IP002843,False,none
S002580,2025-05-21,Jewelry,0.712,1503,D000189,IP007598,False,none
S002581,2025-06-18,Jewelry,0.731,1647,D007808,IP005658,False,none
S002582,2025-04-17,Home & Kitchen,0.823,2259,D006806,IP008796,False,none
S002583,2025-08-29,Jewelry,0.723,1999,D008962,IP009531,False,none
S002584,2025-05-08,Fashion,0.881,1296,D000930,IP009619,True,bust_out
S002585,2025-07-22,Beauty,0.804,329,D001460,IP001268,False,none
S002586,2025-05-15,Sports,0.869,1116,D006711,IP005293,False,none
S002587,2025-04-28,Grocery,0.866,767,D004892,IP000288,False,none
S002588,2025-12-21,Sports,0.889,613,D005874,IP008802,True,bust_out
S002589,2025-05-07,Sports,0.9,2163,D004345,IP007026,False,none
S002590,2025-01-26,Beauty,0.816,1434,D006406,IP002620,False,none
S002591,2025-05-19,Sports,0.868,2380,D006585,IP006072,False,none
S002592,2025-07-14,Toys,0.874,416,D001892,IP005596,False,none
S002593,2025-02-04,Toys,0.607,2957,D007603,IP005433,False,none
S002594,2025-04-22,Sports,0.739,1420,D004936,IP005393,True,collusion
S002595,2025-03-02,Books,0.865,760,D005755,IP009841,False,none
S002596,2025-07-02,Beauty,0.906,1089,D006179,IP007686,False,none
S002597,2025-09-21,Fashion,0.721,2524,D007444,IP004024,False,none
S002598,2025-12-20,Home & Kitchen,0.818,2130,D003002,IP007731,False,none
S002599,2025-05-23,Toys,0.741,517,D000067,IP001409,False,none
S002600,2025-11-12,Fashion,0.924,2970,D001816,IP002853,False,none
S002601,2025-03-20,Fashion,0.709,393,D009657,IP001173,False,none
S002602,2025-10-12,Automotive Parts,0.757,826,D002226,IP008858,False,none
S002603,2025-07-25,Home & Kitchen,0.903,2187,D002493,IP000238,False,none
S002604,2025-10-04,Grocery,0.787,1589,D008580,IP008914,False,none
S002605,2025-10-03,Fashion,0.757,1338,D002357,IP008322,False,none
S002606,2025-07-14,Automotive Parts,0.941,2778,D004645,IP009482,False,none
S002607,2025-04-04,Home & Kitchen,0.945,2381,D003705,IP007659,False,none
S002608,2025-07-12,Beauty,0.922,2886,D006610,IP004576,False,none
S002609,2025-10-29,Grocery,0.935,848,D005945,IP008115,False,none
S002610,2025-12-21,Home & Kitchen,0.827,2552,D005148,IP009874,False,none
S002611,2025-12-05,Sports,0.83,640,D005015,IP008924,False,none
S002612,2025-03-08,Grocery,0.785,2417,D008341,IP007849,False,none
S002613,2025-08-07,Electronics,0.867,1646,D005814,IP007667,True,bust_out
S002614,2025-02-08,Electronics,0.797,1794,D005084,IP006531,False,none
S002615,2025-09-02,Grocery,0.807,346,D008873,IP008917,True,bust_out
S002616,2025-12-29,Home & Kitchen,0.91,2637,D000933,IP004322,False,none
S002617,2025-01-20,Automotive Parts,0.968,836,D008334,IP005007,False,none
S002618,2025-08-28,Automotive Parts,0.89,1794,D001979,IP008424,False,none
S002619,2025-12-12,Jewelry,1.0,499,D003316,IP002624,False,none
S002620,2025-11-06,Automotive Parts,0.779,2777,D000132,IP007641,False,none
S002621,2025-05-24,Jewelry,0.666,960,D005713,IP001103,False,none
S002622,2025-02-07,Beauty,0.921,2288,D008315,IP005855,False,none
S002623,2025-12-04,Automotive Parts,0.773,2296,D003817,IP000348,False,none
S002624,2025-12-03,Beauty,0.823,1651,D006632,IP009971,False,none
S002625,2025-07-31,Sports,0.673,363,D003930,IP008420,False,none
S002626,2025-12-24,Electronics,0.76,840,D007592,IP002494,False,none
S002627,2025-01-02,Automotive Parts,0.7,1835,D009986,IP001502,False,none
S002628,2025-08-14,Sports,0.807,1608,D007150,IP006417,False,none
S002629,2025-01-15,Automotive Parts,0.811,1754,D003403,IP009016,True,triangulation
S002630,2025-12-08,Beauty,0.859,748,D008244,IP003211,False,none
S002631,2025-09-06,Beauty,0.974,1614,D000379,IP009615,False,none
S002632,2025-11-30,Sports,0.918,256,D009869,IP004578,False,none
S002633,2025-07-25,Jewelry,0.688,1453,D008395,IP004417,False,none
S002634,2025-01-31,Sports,0.911,275,D006534,IP003389,False,none
S002635,2025-01-10,Grocery,0.861,1991,D006208,IP002706,False,none
S002636,2025-05-03,Home & Kitchen,0.84,1700,D002522,IP003345,False,none
S002637,2025-09-29,Grocery,0.848,2555,D004313,IP001729,False,none
S002638,2025-02-25,Grocery,0.87,1386,D001013,IP003768,False,none
S002639,2025-11-08,Jewelry,0.781,486,D003387,IP002897,False,none
S002640,2025-03-29,Electronics,0.832,706,D005897,IP000566,False,none
S002641,2025-07-01,Beauty,0.968,2442,D003621,IP003626,False,none
S002642,2025-03-16,Electronics,0.78,2874,D007707,IP000398,False,none
S002643,2025-06-20,Toys,0.747,185,D008531,IP001809,True,bust_out
S002644,2025-06-15,Grocery,0.844,2029,D005615,IP007249,False,none
S002645,2025-01-02,Books,0.737,1446,D003408,IP000251,False,none
S002646,2025-07-27,Grocery,0.678,774,D003035,IP003109,False,none
S002647,2025-10-15,Grocery,0.816,1534,D005466,IP006841,False,none
S002648,2025-12-08,Automotive Parts,0.995,2807,D007197,IP000212,False,none
S002649,2025-05-01,Jewelry,0.846,593,D001266,IP007373,False,none
S002650,2025-11-18,Sports,0.868,2511,D004479,IP000814,False,none
S002651,2025-11-17,Jewelry,0.637,269,D004405,IP000552,False,none
S002652,2025-12-27,Electronics,0.894,2162,D002865,IP001958,False,none
S002653,2025-05-17,Grocery,0.859,225,D002377,IP008603,False,none
S002654,2025-11-07,Sports,0.784,182,D008410,IP000482,False,none
S002655,2025-07-26,Automotive Parts,0.868,112,D004324,IP000987,False,none
S002656,2025-01-22,Sports,0.867,2414,D005765,IP009461,False,none
S002657,2025-04-09,Fashion,0.744,1721,D000382,IP006100,False,none
S002658,2025-09-03,Grocery,0.883,2071,D002834,IP005683,False,none
S002659,2025-02-28,Automotive Parts,0.97,467,D002236,IP000404,False,none
S002660,2025-06-08,Electronics,0.721,2764,D003286,IP003940,True,collusion
S002661,2025-10-10,Electronics,0.763,2426,D008416,IP005764,True,bust_out
S002662,2025-02-24,Books,0.832,1466,D005716,IP005327,False,none
S002663,2025-07-01,Sports,0.935,2696,D009022,IP005213,False,none
S002664,2025-03-20,Sports,0.727,429,D004229,IP001128,False,none
S002665,2025-07-15,Electronics,0.908,877,D007700,IP009888,False,none
S002666,2025-03-29,Sports,0.782,146,D001605,IP007018,False,none
S002667,2025-12-19,Sports,0.874,494,D008153,IP002415,False,none
S002668,2025-01-28,Jewelry,0.794,2524,D006104,IP009695,False,none
S002669,2025-12-18,Beauty,0.793,1229,D000387,IP003014,False,none
S002670,2025-10-17,Beauty,1.0,1936,D006891,IP001306,False,none
S002671,2025-11-09,Electronics,0.709,2644,D004792,IP008930,False,none
S002672,2025-11-07,Sports,0.899,2292,D000001,IP001526,False,none
S002673,2025-03-10,Books,1.0,1200,D008469,IP000608,False,none
S002674,2025-12-06,Home & Kitchen,0.919,1045,D005368,IP006286,False,none
S002675,2025-08-05,Grocery,0.717,325,D006065,IP002640,False,none
S002676,2025-12-18,Automotive Parts,0.722,2489,D005771,IP001519,False,none
S002677,2025-11-17,Fashion,0.775,2954,D000905,IP001023,False,none
S002678,2025-07-31,Sports,0.866,1500,D003320,IP001260,False,none
S002679,2025-05-17,Books,0.873,1499,D007016,IP009609,False,none
S002680,2025-02-12,Electronics,0.723,2545,D003387,IP006704,False,none
S002681,2025-02-06,Fashion,0.763,1027,D008883,IP008428,False,none
S002682,2025-05-23,Beauty,0.769,1220,D003176,IP006186,False,none
S002683,2025-10-24,Fashion,0.832,2680,D004595,IP005433,False,none
S002684,2025-07-04,Beauty,1.0,1138,D004453,IP002177,False,none
S002685,2025-06-25,Fashion,0.757,2782,D000188,IP009673,False,none
S002686,2025-03-31,Jewelry,0.752,485,D008119,IP008231,False,none
S002687,2025-07-26,Sports,0.737,1490,D001356,IP005283,False,none
S002688,2025-08-21,Beauty,0.914,1469,D004690,IP001052,False,none
S002689,2025-12-25,Grocery,0.846,920,D009078,IP007601,False,none
S002690,2025-09-24,Electronics,0.76,2889,D009936,IP003325,False,none
S002691,2025-08-10,Sports,0.814,1448,D002302,IP002091,False,none
S002692,2025-11-29,Books,0.771,2637,D003761,IP007388,False,none
S002693,2025-06-05,Jewelry,0.88,658,D005657,IP008371,False,none
S002694,2025-12-08,Home & Kitchen,1.0,1047,D006992,IP006139,False,none
S002695,2025-05-16,Sports,0.905,1435,D002500,IP000739,True,triangulation
S002696,2025-02-16,Grocery,0.841,1692,D005489,IP006000,False,none
S002697,2025-06-02,Grocery,0.784,689,D008343,IP009188,False,none
S002698,2025-02-16,Fashion,0.716,940,D007622,IP006862,False,none
S002699,2025-02-13,Automotive Parts,0.923,1866,D008220,IP002654,False,none
S002700,2025-11-18,Home & Kitchen,0.918,836,D008883,IP006464,False,none
S002701,2025-10-18,Beauty,0.803,2279,D008613,IP002489,False,none
S002702,2025-03-22,Fashion,0.971,1431,D005116,IP008742,False,none
S002703,2025-11-02,Fashion,0.852,2908,D009742,IP008457,False,none
S002704,2025-01-26,Home & Kitchen,0.927,713,D004944,IP005687,False,none
S002705,2025-04-14,Fashion,0.88,2527,D007095,IP001352,False,none
S002706,2025-09-15,Grocery,0.832,1471,D009427,IP004012,False,none
S002707,2025-04-21,Sports,0.755,259,D000432,IP001208,True,bust_out
S002708,2025-09-24,Beauty,0.835,2115,D009336,IP007660,False,none
S002709,2025-11-16,Sports,0.934,635,D008218,IP006806,False,none
S002710,2025-01-25,Books,0.799,416,D009969,IP002592,False,none
S002711,2025-01-09,Fashion,0.894,1595,D007727,IP008562,False,none
S002712,2025-12-10,Home & Kitchen,0.742,2357,D001564,IP007595,True,stolen_goods
S002713,2025-07-09,Jewelry,0.928,773,D003019,IP009363,False,none
S002714,2025-07-04,Electronics,0.881,1869,D000035,IP002799,False,none
S002715,2025-06-19,Automotive Parts,0.73,44,D006078,IP001747,False,none
S002716,2025-06-08,Automotive Parts,0.828,554,D004373,IP004803,False,none
S002717,2025-09-09,Home & Kitchen,0.943,2264,D004747,IP002651,False,none
S002718,2025-07-31,Beauty,0.724,39,D007333,IP007391,False,none
S002719,2025-03-01,Home & Kitchen,0.743,1073,D008202,IP004254,False,none
S002720,2025-08-17,Sports,0.843,1524,D000728,IP006276,False,none
S002721,2025-09-01,Home & Kitchen,1.0,199,D009169,IP001717,False,none
S002722,2025-02-11,Grocery,0.783,2935,D003736,IP000856,False,none
S002723,2025-05-18,Beauty,0.9,1527,D007520,IP009376,False,none
S002724,2025-10-16,Automotive Parts,0.876,1016,D005814,IP004465,False,none
S002725,2025-08-14,Jewelry,0.791,2931,D004437,IP001393,False,none
S002726,2025-02-19,Toys,0.866,1676,D002125,IP008118,False,none
S002727,2025-01-15,Sports,0.805,2035,D001896,IP001327,False,none
