transaction_id,seller_id,buyer_id,transaction_date,amount
T00031776,S002197,B0007346,2026-01-13,38.03
T00031777,S002198,B0004804,2025-10-08,14.69
T00031778,S002198,B0014465,2025-09-17,38.19
T00031779,S002198,B0000349,2025-08-17,27.86
T00031780,S002200,B0013412,2025-05-26,85.68
T00031781,S002200,B0009404,2025-07-28,40.01
T00031782,S002200,B0005509,2025-06-23,109.14
T00031783,S002200,B0010474,2025-07-01,113.27
T00031784,S002200,B0014331,2025-07-10,147.11
T00031785,S002200,B0005536,2025-05-17,112.87
T00031786,S002200,B0010466,2025-05-19,246.1
T00031787,S002200,B0009970,2025-06-21,238.48
T00031788,S002200,B0012323,2025-05-20,53.4
T00031789,S002200,B0011099,2025-07-06,145.11
T00031790,S002200,B0013798,2025-07-22,30.33
T00031791,S002200,B0012261,2025-07-30,51.4
T00031792,S002201,B0009322,2025-02-25,32.89
T00031793,S002201,B0001793,2025-03-26,70.22
T00031794,S002201,B0008544,2025-03-23,30.62
T00031795,S002201,B0010369,2025-02-11,28.8
T00031796,S002201,B0001849,2025-02-05,26.67
T00031797,S002201,B0008401,2025-02-25,35.23
T00031798,S002201,B0006404,2025-01-26,47.92
T00031799,S002201,B0014070,2025-01-21,16.58
T00031800,S002201,B0010272,2025-03-01,64.49
T00031801,S002201,B0001234,2025-01-20,8.46
T00031802,S002201,B0006407,2025-03-04,11.56
T00031803,S002202,B0009405,2025-02-01,93.44
T00031804,S002202,B0005290,2025-03-21,55.35
T00031805,S002202,B0006895,2025-02-01,10.26
T00031806,S002202,B0013027,2025-03-31,23.23
T00031807,S002202,B0010723,2025-03-24,42.04
T00031808,S002203,B0012029,2025-06-04,16.77
T00031809,S002203,B0009362,2025-05-09,68.78
T00031810,S002203,B0000252,2025-07-19,7.53
T00031811,S002203,B0000716,2025-06-21,100.17
T00031812,S002203,B0001607,2025-07-27,19.04
T00031813,S002203,B0009607,2025-06-06,31.16
T00031814,S002203,B0008639,2025-05-16,49.16
T00031815,S002203,B0008547,2025-07-17,74.0
T00031816,S002203,B0008771,2025-07-02,14.23
T00031817,S002204,B0006354,2025-08-28,73.42
T00031818,S002204,B0000437,2025-08-15,53.39
T00031819,S002204,B0004294,2025-07-19,47.68
T00031820,S002204,B0003501,2025-07-23,26.83
T00031821,S002204,B0012944,2025-07-25,10.76
T00031822,S002204,B0003608,2025-07-06,25.44
T00031823,S002204,B0002877,2025-08-13,6.68
T00031824,S002204,B0010908,2025-08-15,36.92
T00031825,S002204,B0010030,2025-08-23,16.98
T00031826,S002204,B0004417,2025-07-13,35.69
T00031827,S002204,B0013049,2025-08-07,76.57
T00031828,S002204,B0004599,2025-06-26,71.77
T00031829,S002204,B0013140,2025-07-24,48.54
T00031830,S002204,B0008666,2025-08-22,10.44
T00031831,S002205,B0009954,2025-12-17,48.82
T00031832,S002205,B0010905,2025-12-03,31.95
T00031833,S002205,B0004272,2026-01-10,7.58
T00031834,S002205,B0014786,2026-01-16,81.99
T00031835,S002205,B0007938,2026-01-06,56.64
T00031836,S002205,B0003697,2025-11-03,39.72
T00031837,S002205,B0009749,2025-12-11,13.47
T00031838,S002205,B0002818,2026-01-11,15.19
T00031839,S002205,B0012858,2025-12-14,60.84
T00031840,S002205,B0005192,2025-11-18,15.93
T00031841,S002205,B0005766,2025-12-10,83.58
T00031842,S002206,B0012956,2025-04-18,9.0
T00031843,S002206,B0010985,2025-05-18,12.83
T00031844,S002206,B0013355,2025-05-10,28.46
T00031845,S002206,B0010768,2025-02-21,29.67
T00031846,S002206,B0007731,2025-03-01,26.25
T00031847,S002206,B0010812,2025-02-22,14.99
T00031848,S002206,B0010424,2025-03-22,5.8
T00031849,S002206,B0001564,2025-04-03,64.74
T00031850,S002206,B0011257,2025-05-19,99.71
T00031851,S002206,B0014240,2025-03-31,25.09
T00031852,S002206,B0005791,2025-05-15,78.25
T00031853,S002206,B0011878,2025-05-05,20.2
T00031854,S002206,B0004588,2025-04-04,21.51
T00031855,S002206,B0008262,2025-03-31,21.2
T00031856,S002206,B0010991,2025-04-11,45.37
T00031857,S002206,B0009984,2025-03-12,43.97
T00031858,S002206,B0006051,2025-03-03,31.93
T00031859,S002206,B0014755,2025-04-09,139.22
T00031860,S002206,B0005302,2025-04-29,65.55
T00031861,S002206,B0000848,2025-04-19,56.95
T00031862,S002206,B0007287,2025-04-18,63.44
T00031863,S002206,B0010842,2025-03-31,44.71
T00031864,S002206,B0000515,2025-05-12,33.07
T00031865,S002207,B0012569,2025-12-18,19.6
T00031866,S002207,B0008443,2026-01-24,36.77
T00031867,S002207,B0014846,2025-11-04,33.89
T00031868,S002207,B0011264,2026-01-20,25.28
T00031869,S002207,B0003374,2025-12-06,31.4
T00031870,S002207,B0013490,2025-11-20,37.31
T00031871,S002207,B0005702,2025-11-06,34.18
T00031872,S002207,B0010109,2025-12-23,5.71
T00031873,S002207,B0009828,2026-01-22,64.28
T00031874,S002207,B0005207,2025-11-03,7.77
T00031875,S002207,B0000769,2026-01-23,5.27
T00031876,S002207,B0007778,2026-01-03,29.61
T00031877,S002207,B0014424,2026-01-31,25.94
T00031878,S002207,B0002494,2026-01-01,44.16
T00031879,S002207,B0013146,2025-12-05,63.82
T00031880,S002207,B0013902,2026-01-11,104.97
T00031881,S002207,B0011752,2025-12-09,8.68
T00031882,S002207,B0011261,2026-01-05,22.03
T00031883,S002207,B0001123,2025-12-09,101.29
T00031884,S002207,B0005259,2026-01-22,54.65
T00031885,S002207,B0003917,2026-01-10,63.33
T00031886,S002207,B0010908,2025-11-03,16.1
T00031887,S002208,B0009631,2025-05-05,58.24
T00031888,S002208,B0004739,2025-05-05,57.23
T00031889,S002208,B0013048,2025-05-17,47.38
T00031890,S002208,B0005835,2025-04-10,24.13
T00031891,S002208,B0000735,2025-06-04,27.37
T00031892,S002208,B0012910,2025-04-25,47.49
T00031893,S002208,B0004874,2025-04-27,5.0
T00031894,S002208,B0006719,2025-05-24,9.03
T00031895,S002208,B0014856,2025-04-22,38.26
T00031896,S002208,B0013975,2025-04-06,25.62
T00031897,S002208,B0010267,2025-06-01,20.13
T00031898,S002208,B0002241,2025-05-23,101.23
T00031899,S002208,B0000289,2025-06-12,28.21
T00031900,S002208,B0007346,2025-05-22,33.05
T00031901,S002208,B0013143,2025-03-27,32.59
T00031902,S002208,B0008954,2025-04-07,8.03
T00031903,S002208,B0001664,2025-05-06,15.62
T00031904,S002208,B0009429,2025-03-31,8.89
T00031905,S002208,B0004206,2025-05-24,44.05
T00031906,S002208,B0008155,2025-04-29,33.5
T00031907,S002208,B0013333,2025-05-17,108.09
T00031908,S002208,B0000690,2025-05-09,42.37
T00031909,S002208,B0001678,2025-06-18,22.7
T00031910,S002208,B0003161,2025-05-10,113.4
T00031911,S002208,B0002114,2025-05-30,9.22
T00031912,S002208,B0014425,2025-06-23,119.69
T00031913,S002208,B0010029,2025-06-14,26.58
T00031914,S002209,B0008227,2025-03-30,43.06
T00031915,S002209,B0013981,2025-04-11,48.81
T00031916,S002209,B0007356,2025-05-10,13.66
T00031917,S002209,B0013445,2025-02-20,54.72
T00031918,S002209,B0012338,2025-04-09,16.35
T00031919,S002209,B0007049,2025-03-21,66.26
T00031920,S002209,B0001334,2025-04-04,8.62
T00031921,S002209,B0011047,2025-04-01,40.72
T00031922,S002209,B0001536,2025-02-21,28.2
T00031923,S002209,B0006436,2025-04-19,24.28
T00031924,S002209,B0010560,2025-04-05,35.2
T00031925,S002209,B0001877,2025-03-01,20.08
T00031926,S002209,B0004612,2025-04-07,42.48
T00031927,S002209,B0012247,2025-05-18,37.22
T00031928,S002209,B0004600,2025-02-27,44.22
T00031929,S002209,B0002716,2025-05-06,5.0
T00031930,S002209,B0004713,2025-02-26,36.7
T00031931,S002210,B0008009,2025-09-24,32.64
T00031932,S002210,B0012689,2025-09-15,13.49
T00031933,S002210,B0009713,2025-11-16,9.75
T00031934,S002210,B0010830,2025-12-04,87.81
T00031935,S002210,B0013348,2025-11-17,38.31
T00031936,S002210,B0013513,2025-09-25,5.0
T00031937,S002210,B0003631,2025-09-15,11.17
T00031938,S002210,B0011264,2025-11-09,69.07
T00031939,S002210,B0001639,2025-11-02,10.05
T00031940,S002210,B0009372,2025-09-19,54.84
T00031941,S002210,B0007891,2025-10-07,44.03
T00031942,S002210,B0001714,2025-11-28,50.07
T00031943,S002210,B0010817,2025-09-18,68.93
T00031944,S002210,B0000428,2025-09-14,24.66
T00031945,S002210,B0001312,2025-11-03,53.25
T00031946,S002210,B0008705,2025-11-19,71.59
T00031947,S002210,B0003377,2025-09-23,31.98
T00031948,S002210,B0013669,2025-10-19,15.27
T00031949,S002210,B0006960,2025-10-24,34.92
T00031950,S002210,B0009684,2025-09-18,12.93
T00031951,S002210,B0000639,2025-10-21,114.57
T00031952,S002210,B0007054,2025-09-28,24.02
T00031953,S002210,B0008196,2025-12-01,37.42
T00031954,S002210,B0012143,2025-11-18,51.45
T00031955,S002210,B0006861,2025-11-24,54.22
T00031956,S002210,B0008775,2025-09-22,29.24
T00031957,S002210,B0005779,2025-11-25,90.55
T00031958,S002210,B0014604,2025-09-27,35.76
T00031959,S002210,B0003715,2025-11-08,16.21
T00031960,S002211,B0011809,2025-12-16,42.98
T00031961,S002211,B0006961,2025-10-19,29.57
T00031962,S002211,B0014277,2026-01-02,61.87
T00031963,S002211,B0007681,2025-11-28,22.29
T00031964,S002211,B0001364,2025-11-22,36.96
T00031965,S002211,B0003482,2025-10-16,140.11
T00031966,S002211,B0008186,2025-11-24,45.19
T00031967,S002211,B0000263,2025-12-12,43.13
T00031968,S002211,B0003502,2025-11-21,53.79
T00031969,S002211,B0003057,2025-11-29,8.05
T00031970,S002211,B0000896,2025-12-26,11.7
T00031971,S002212,B0004347,2025-10-06,72.77
T00031972,S002212,B0012486,2025-08-13,42.84
T00031973,S002212,B0006300,2025-09-13,65.62
T00031974,S002212,B0006558,2025-08-19,31.41
T00031975,S002212,B0013114,2025-08-11,88.74
T00031976,S002212,B0012881,2025-09-06,23.26
T00031977,S002212,B0011760,2025-08-27,5.0
T00031978,S002212,B0006258,2025-10-21,61.79
T00031979,S002212,B0006707,2025-09-16,64.27
T00031980,S002212,B0001030,2025-09-22,12.89
T00031981,S002212,B0006443,2025-08-09,15.15
T00031982,S002212,B0003196,2025-10-08,97.27
T00031983,S002212,B0000680,2025-10-27,43.22
T00031984,S002212,B0002551,2025-11-01,36.4
T00031985,S002212,B0004619,2025-10-24,48.31
T00031986,S002213,B0011725,2025-05-05,61.87
T00031987,S002213,B0009592,2025-03-14,5.0
T00031988,S002213,B0005041,2025-03-13,44.39
T00031989,S002213,B0006235,2025-03-20,13.3
T00031990,S002213,B0002718,2025-02-18,51.87
T00031991,S002213,B0012797,2025-04-10,50.2
T00031992,S002213,B0012821,2025-03-17,18.13
T00031993,S002213,B0008493,2025-02-13,22.89
T00031994,S002213,B0014112,2025-03-11,43.57
T00031995,S002213,B0000475,2025-03-23,47.73
T00031996,S002213,B0008482,2025-03-23,18.19
T00031997,S002213,B0011106,2025-03-27,160.44
T00031998,S002213,B0006463,2025-05-02,72.8
T00031999,S002213,B0002539,2025-04-23,55.85
T00032000,S002213,B0003434,2025-04-03,91.54
T00032001,S002213,B0012943,2025-03-10,48.11
T00032002,S002213,B0000632,2025-04-27,113.78
T00032003,S002213,B0012053,2025-05-11,5.0
T00032004,S002213,B0011953,2025-02-24,124.44
T00032005,S002213,B0014607,2025-03-01,93.2
T00032006,S002213,B0012553,2025-05-03,26.92
T00032007,S002213,B0010669,2025-02-18,31.03
T00032008,S002213,B0001234,2025-02-19,79.8
T00032009,S002213,B0002032,2025-04-11,95.14
T00032010,S002213,B0010235,2025-05-08,131.44
T00032011,S002214,B0012574,2025-03-24,24.14
T00032012,S002214,B0006839,2025-04-27,62.93
T00032013,S002214,B0000898,2025-03-13,25.94
T00032014,S002214,B0005488,2025-03-22,24.02
T00032015,S002214,B0003792,2025-02-27,5.0
T00032016,S002214,B0000094,2025-04-19,45.93
T00032017,S002214,B0004193,2025-03-22,37.74
T00032018,S002214,B0005725,2025-04-05,21.95
T00032019,S002214,B0007757,2025-04-29,33.65
T00032020,S002214,B0012788,2025-02-22,31.26
T00032021,S002214,B0010537,2025-03-15,25.75
T00032022,S002214,B0006358,2025-05-04,30.46
T00032023,S002214,B0001562,2025-04-01,29.84
T00032024,S002214,B0009951,2025-03-03,67.19
T00032025,S002214,B0014862,2025-02-12,70.24
T00032026,S002214,B0008025,2025-02-28,26.63
T00032027,S002214,B0002250,2025-02-16,16.29
T00032028,S002214,B0000226,2025-04-04,5.0
T00032029,S002215,B0004569,2025-07-22,34.61
T00032030,S002215,B0010806,2025-06-16,108.88
T00032031,S002215,B0012922,2025-07-02,19.26
T00032032,S002215,B0008133,2025-07-05,70.4
T00032033,S002215,B0010062,2025-07-27,53.52
T00032034,S002215,B0000999,2025-07-04,30.1
T00032035,S002215,B0011025,2025-06-22,30.66
T00032036,S002215,B0001719,2025-06-06,44.5
T00032037,S002215,B0006395,2025-08-06,76.93
T00032038,S002215,B0010617,2025-08-19,30.0
T00032039,S002215,B0014784,2025-08-18,44.13
T00032040,S002215,B0003835,2025-06-12,38.08
T00032041,S002215,B0012938,2025-08-04,38.32
T00032042,S002215,B0011248,2025-08-13,26.46
T00032043,S002215,B0005713,2025-07-20,118.34
T00032044,S002215,B0004910,2025-07-11,67.69
T00032045,S002215,B0005607,2025-07-05,23.73
T00032046,S002215,B0002071,2025-06-06,17.66
T00032047,S002215,B0001427,2025-06-10,34.94
T00032048,S002215,B0007880,2025-06-28,70.07
T00032049,S002215,B0014894,2025-07-08,33.74
T00032050,S002215,B0007420,2025-08-10,99.39
T00032051,S002216,B0010035,2025-07-02,47.17
T00032052,S002216,B0003526,2025-08-06,18.56
T00032053,S002216,B0005415,2025-07-29,40.08
T00032054,S002216,B0000626,2025-06-28,21.79
T00032055,S002216,B0011223,2025-06-28,84.81
T00032056,S002216,B0014933,2025-07-29,61.55
T00032057,S002216,B0010791,2025-06-26,17.87
T00032058,S002216,B0007717,2025-07-09,77.44
T00032059,S002216,B0003567,2025-07-25,50.0
T00032060,S002216,B0009956,2025-09-03,132.76
T00032061,S002216,B0005643,2025-08-15,45.03
T00032062,S002216,B0010653,2025-07-14,16.65
T00032063,S002216,B0008957,2025-08-06,27.79
T00032064,S002216,B0002128,2025-08-11,62.05
T00032065,S002216,B0008297,2025-09-07,34.99
T00032066,S002216,B0005682,2025-07-17,23.32
T00032067,S002216,B0005296,2025-08-02,5.0
T00032068,S002216,B0011265,2025-07-28,62.13
T00032069,S002216,B0011120,2025-08-30,127.27
T00032070,S002216,B0005419,2025-08-20,26.16
T00032071,S002216,B0003773,2025-06-20,46.93
T00032072,S002216,B0014179,2025-08-31,36.63
T00032073,S002217,B0012701,2026-01-11,85.09
T00032074,S002217,B0011927,2026-03-22,70.42
T00032075,S002217,B0012822,2026-02-22,53.44
T00032076,S002217,B0009459,2026-01-05,65.64
T00032077,S002217,B0013147,2026-03-09,43.93
T00032078,S002217,B0014772,2026-03-04,34.27
T00032079,S002217,B0003857,2026-02-06,15.68
T00032080,S002217,B0002253,2026-02-10,89.04
T00032081,S002217,B0012174,2026-01-09,20.31
T00032082,S002217,B0010868,2026-01-18,61.36
T00032083,S002217,B0001932,2026-01-22,69.33
T00032084,S002218,B0002373,2025-05-16,32.18
T00032085,S002218,B0010556,2025-07-07,92.68
T00032086,S002218,B0002111,2025-05-20,92.87
T00032087,S002218,B0006317,2025-05-01,6.5
T00032088,S002218,B0010224,2025-04-26,25.23
T00032089,S002218,B0013320,2025-06-13,26.41
T00032090,S002219,B0007091,2025-04-23,11.88
T00032091,S002219,B0011944,2025-06-07,24.25
T00032092,S002219,B0014124,2025-04-28,47.28
T00032093,S002219,B0012494,2025-03-31,12.47
T00032094,S002220,B0007843,2026-01-02,18.82
T00032095,S002220,B0011967,2025-12-25,28.55
T00032096,S002220,B0001040,2026-02-09,26.62
T00032097,S002220,B0010294,2026-01-02,63.86
T00032098,S002220,B0009959,2026-01-18,31.59
T00032099,S002220,B0006878,2025-12-20,20.11
T00032100,S002220,B0014617,2026-01-24,54.65
T00032101,S002220,B0004866,2026-03-03,51.73
T00032102,S002220,B0010743,2026-01-02,50.66
T00032103,S002220,B0008279,2026-02-12,16.91
T00032104,S002220,B0010586,2026-02-12,8.43
T00032105,S002220,B0014656,2026-02-23,12.33
T00032106,S002220,B0003215,2025-12-28,19.56
T00032107,S002220,B0012160,2026-01-18,5.0
T00032108,S002220,B0001525,2025-12-22,11.07
T00032109,S002220,B0006384,2025-12-27,73.76
T00032110,S002220,B0012870,2026-02-05,52.95
T00032111,S002221,B0006343,2025-04-26,49.65
T00032112,S002221,B0013389,2025-04-02,6.35
T00032113,S002221,B0000332,2025-03-18,6.75
T00032114,S002221,B0001905,2025-04-15,5.0
T00032115,S002221,B0012991,2025-05-15,40.27
T00032116,S002221,B0001952,2025-03-12,14.13
T00032117,S002221,B0001894,2025-04-13,26.83
T00032118,S002221,B0009008,2025-05-07,51.18
T00032119,S002221,B0008302,2025-05-17,36.08
T00032120,S002221,B0006533,2025-03-14,51.32
T00032121,S002221,B0010181,2025-04-14,35.86
T00032122,S002221,B0004951,2025-05-19,91.86
T00032123,S002221,B0003979,2025-03-12,68.7
T00032124,S002221,B0011890,2025-04-16,42.52
T00032125,S002221,B0013532,2025-03-07,60.64
T00032126,S002222,B0003396,2025-02-06,8.07
T00032127,S002222,B0011596,2025-02-11,55.57
T00032128,S002222,B0004397,2025-02-19,42.34
T00032129,S002222,B0009695,2025-03-10,32.88
T00032130,S002222,B0001330,2025-02-09,26.05
T00032131,S002222,B0014204,2025-01-30,27.25
T00032132,S002222,B0005839,2025-04-08,76.93
T00032133,S002222,B0009135,2025-03-24,57.17
T00032134,S002222,B0014366,2025-02-14,154.98
T00032135,S002222,B0013967,2025-04-05,63.77
T00032136,S002222,B0006324,2025-02-12,67.08
T00032137,S002222,B0004002,2025-04-07,42.42
T00032138,S002222,B0011278,2025-03-06,6.23
T00032139,S002222,B0009743,2025-03-21,43.37
T00032140,S002222,B0003988,2025-01-28,80.26
T00032141,S002222,B0008705,2025-02-25,22.82
T00032142,S002222,B0005328,2025-01-24,10.87
T00032143,S002222,B0006105,2025-04-04,98.55
T00032144,S002222,B0013157,2025-02-07,110.59
T00032145,S002222,B0009471,2025-02-26,17.44
T00032146,S002222,B0009367,2025-03-07,10.94
T00032147,S002222,B0005646,2025-03-11,31.8
T00032148,S002222,B0002114,2025-03-14,29.06
T00032149,S002222,B0011994,2025-01-25,38.7
T00032150,S002222,B0008690,2025-02-20,16.91
T00032151,S002222,B0006665,2025-04-02,25.23
T00032152,S002222,B0011251,2025-02-12,56.15
T00032153,S002222,B0002912,2025-01-15,39.79
T00032154,S002222,B0004281,2025-03-16,76.75
T00032155,S002223,B0009525,2025-06-10,26.97
T00032156,S002224,B0006602,2025-07-07,55.63
T00032157,S002224,B0011645,2025-06-21,16.99
T00032158,S002224,B0008491,2025-07-07,44.3
T00032159,S002224,B0004494,2025-06-20,17.12
T00032160,S002224,B0003761,2025-06-07,52.75
T00032161,S002225,B0011806,2025-10-10,13.38
T00032162,S002225,B0003151,2025-08-16,61.15
T00032163,S002225,B0014701,2025-10-14,22.74
T00032164,S002225,B0011117,2025-09-24,15.12
T00032165,S002225,B0002013,2025-09-04,64.29
T00032166,S002225,B0002581,2025-09-25,26.59
T00032167,S002225,B0004809,2025-10-05,41.17
T00032168,S002225,B0000397,2025-09-17,11.77
T00032169,S002225,B0008099,2025-09-18,20.7
T00032170,S002225,B0012381,2025-10-20,18.23
T00032171,S002225,B0007162,2025-10-08,55.28
T00032172,S002225,B0011928,2025-10-21,8.09
T00032173,S002226,B0005436,2026-01-19,10.26
T00032174,S002226,B0011501,2026-01-03,23.07
T00032175,S002226,B0010965,2025-12-24,12.85
T00032176,S002226,B0012215,2025-12-02,35.79
T00032177,S002226,B0014691,2026-01-18,72.74
T00032178,S002226,B0013919,2026-01-30,40.33
T00032179,S002226,B0002132,2026-01-25,44.49
T00032180,S002226,B0000645,2025-11-27,51.25
T00032181,S002226,B0013100,2025-12-29,91.64
T00032182,S002226,B0002882,2026-02-11,38.48
T00032183,S002226,B0005666,2025-12-02,29.02
T00032184,S002226,B0013205,2025-11-24,57.48
T00032185,S002226,B0004968,2025-12-12,42.05
T00032186,S002226,B0002679,2025-12-07,145.48
T00032187,S002226,B0010185,2026-01-29,16.08
T00032188,S002226,B0003957,2026-01-06,46.15
T00032189,S002226,B0012532,2026-02-07,5.1
T00032190,S002226,B0014663,2026-01-08,16.04
T00032191,S002226,B0007878,2025-12-03,24.24
T00032192,S002226,B0006238,2025-11-18,21.65
T00032193,S002226,B0014192,2026-01-22,30.95
T00032194,S002226,B0000713,2026-01-13,55.0
T00032195,S002228,B0005371,2025-05-05,18.45
T00032196,S002228,B0000529,2025-04-20,38.19
T00032197,S002228,B0001067,2025-06-08,36.57
T00032198,S002228,B0010576,2025-06-25,22.36
T00032199,S002228,B0010574,2025-04-25,54.52
T00032200,S002228,B0011883,2025-05-28,36.48
T00032201,S002228,B0008567,2025-05-09,100.6
T00032202,S002228,B0012600,2025-05-10,23.99
T00032203,S002228,B0012735,2025-05-31,39.89
T00032204,S002228,B0003280,2025-04-27,85.0
T00032205,S002228,B0012883,2025-05-17,59.61
T00032206,S002228,B0012156,2025-05-07,69.91
T00032207,S002228,B0001433,2025-07-14,60.61
T00032208,S002228,B0006415,2025-04-22,9.79
T00032209,S002228,B0000578,2025-06-09,8.68
T00032210,S002228,B0012373,2025-05-11,24.3
T00032211,S002228,B0008287,2025-04-30,71.27
T00032212,S002228,B0007293,2025-04-25,119.5
T00032213,S002228,B0003738,2025-07-12,43.46
T00032214,S002229,B0004070,2026-03-22,93.45
T00032215,S002229,B0001281,2026-03-04,39.68
T00032216,S002229,B0005659,2026-03-07,7.47
T00032217,S002229,B0011173,2026-03-09,29.22
T00032218,S002229,B0000042,2026-02-28,5.0
T00032219,S002229,B0010595,2026-01-06,43.96
T00032220,S002229,B0002667,2026-01-04,100.76
T00032221,S002229,B0014022,2026-02-26,86.93
T00032222,S002229,B0004811,2026-01-09,56.52
T00032223,S002229,B0006708,2026-03-06,75.3
T00032224,S002229,B0010180,2026-01-01,32.59
T00032225,S002229,B0011951,2026-02-15,17.52
T00032226,S002229,B0007685,2026-02-10,17.62
T00032227,S002229,B0001860,2026-03-01,38.12
T00032228,S002230,B0014357,2025-09-04,45.27
T00032229,S002230,B0010316,2025-10-05,15.59
T00032230,S002230,B0013536,2025-09-05,58.28
T00032231,S002230,B0010187,2025-09-23,92.38
T00032232,S002230,B0013236,2025-09-21,21.62
T00032233,S002230,B0002065,2025-11-10,62.51
T00032234,S002230,B0014998,2025-09-19,20.97
T00032235,S002230,B0013427,2025-09-07,17.6
T00032236,S002230,B0009707,2025-10-14,32.54
T00032237,S002230,B0004490,2025-10-01,17.81
T00032238,S002230,B0005576,2025-09-23,10.92
T00032239,S002230,B0005393,2025-08-23,25.7
T00032240,S002230,B0002903,2025-11-04,42.1
T00032241,S002230,B0006765,2025-10-04,50.27
T00032242,S002230,B0002402,2025-11-08,100.45
T00032243,S002230,B0003201,2025-09-19,90.19
T00032244,S002230,B0013354,2025-08-19,22.82
T00032245,S002230,B0014610,2025-09-30,18.64
T00032246,S002231,B0013754,2025-02-09,14.1
T00032247,S002231,B0010488,2025-03-03,19.45
T00032248,S002231,B0005480,2025-04-18,88.33
T00032249,S002231,B0014315,2025-02-16,101.58
T00032250,S002231,B0005515,2025-04-15,8.18
T00032251,S002231,B0002759,2025-03-27,180.69
T00032252,S002231,B0009875,2025-04-20,160.82
T00032253,S002231,B0007789,2025-02-25,77.04
T00032254,S002231,B0010776,2025-04-25,24.28
T00032255,S002231,B0006693,2025-04-04,18.55
T00032256,S002231,B0006807,2025-04-11,71.64
T00032257,S002231,B0013053,2025-03-01,38.35
T00032258,S002231,B0012110,2025-04-08,50.07
T00032259,S002231,B0014729,2025-02-16,40.79
T00032260,S002231,B0007338,2025-02-11,7.8
T00032261,S002231,B0010300,2025-03-08,28.34
T00032262,S002231,B0004602,2025-03-31,49.22
T00032263,S002231,B0005427,2025-04-15,20.64
T00032264,S002231,B0004803,2025-04-23,9.25
T00032265,S002231,B0003938,2025-03-21,6.77
T00032266,S002231,B0008982,2025-03-12,115.54
T00032267,S002231,B0008704,2025-03-07,41.44
T00032268,S002231,B0011745,2025-01-31,20.78
T00032269,S002231,B0009573,2025-02-22,48.15
T00032270,S002231,B0009264,2025-02-10,5.0
T00032271,S002231,B0008140,2025-04-06,58.92
T00032272,S002231,B0010633,2025-03-13,24.19
T00032273,S002231,B0014849,2025-02-27,36.6
T00032274,S002231,B0012884,2025-03-04,13.8
T00032275,S002232,B0014002,2026-01-08,17.08
T00032276,S002232,B0000961,2026-01-16,83.45
T00032277,S002232,B0001674,2026-03-08,67.68
T00032278,S002232,B0002710,2026-02-02,35.08
T00032279,S002232,B0000579,2025-12-27,8.38
T00032280,S002232,B0005114,2026-01-03,22.13
T00032281,S002232,B0006931,2026-01-09,116.25
T00032282,S002232,B0013997,2026-01-17,6.79
T00032283,S002232,B0007328,2025-12-13,44.11
T00032284,S002232,B0002864,2026-02-03,54.18
T00032285,S002232,B0005298,2026-02-12,51.38
T00032286,S002232,B0007315,2026-02-05,33.93
T00032287,S002232,B0014686,2026-01-24,5.21
T00032288,S002232,B0001056,2026-02-16,15.76
T00032289,S002232,B0012640,2025-12-17,30.18
T00032290,S002232,B0004088,2025-12-26,40.92
T00032291,S002232,B0008818,2026-01-29,18.61
T00032292,S002232,B0009312,2026-02-10,45.65
T00032293,S002232,B0006399,2026-02-03,10.3
T00032294,S002232,B0004791,2026-01-07,5.0
T00032295,S002232,B0004736,2026-01-02,31.03
T00032296,S002232,B0000861,2025-12-30,72.5
T00032297,S002232,B0002139,2026-02-17,20.6
T00032298,S002232,B0012154,2026-02-14,72.89
T00032299,S002232,B0011299,2026-02-26,30.16
T00032300,S002232,B0004246,2025-12-16,5.0
T00032301,S002232,B0005710,2026-03-01,45.77
T00032302,S002232,B0003977,2025-12-23,29.78
T00032303,S002233,B0001990,2025-03-14,33.36
T00032304,S002233,B0012143,2025-03-31,27.79
T00032305,S002233,B0008021,2025-04-28,24.73
T00032306,S002233,B0009991,2025-03-27,15.92
T00032307,S002233,B0001709,2025-04-10,14.3
T00032308,S002233,B0009764,2025-02-21,220.76
T00032309,S002233,B0014851,2025-03-28,39.37
T00032310,S002233,B0005981,2025-03-25,79.97
T00032311,S002233,B0001353,2025-03-08,8.4
T00032312,S002233,B0010444,2025-03-11,5.0
T00032313,S002233,B0008329,2025-03-14,37.67
T00032314,S002233,B0004154,2025-02-22,17.03
T00032315,S002233,B0000204,2025-03-11,54.53
T00032316,S002233,B0014031,2025-05-10,44.68
T00032317,S002233,B0000516,2025-03-28,6.89
T00032318,S002233,B0002905,2025-05-11,75.82
T00032319,S002233,B0002947,2025-04-26,67.87
T00032320,S002233,B0000518,2025-03-28,19.51
T00032321,S002233,B0013517,2025-04-10,61.15
T00032322,S002233,B0014885,2025-03-27,5.0
T00032323,S002233,B0006238,2025-05-09,16.05
T00032324,S002233,B0004409,2025-05-01,52.59
T00032325,S002233,B0013795,2025-03-09,23.68
T00032326,S002233,B0002514,2025-04-19,22.46
T00032327,S002233,B0003494,2025-02-22,10.05
T00032328,S002233,B0001131,2025-02-22,29.76
T00032329,S002234,B0014066,2025-08-04,28.43
T00032330,S002235,B0004986,2025-11-03,5.0
T00032331,S002235,B0013715,2025-10-19,41.58
T00032332,S002235,B0002529,2025-12-24,82.67
T00032333,S002236,B0000150,2025-04-28,12.83
