payout_id,seller_id,payout_date,amount,days_since_first_transaction
P001322,S001377,2025-12-12,672.24,67
P001323,S001378,2025-10-17,730.33,103
P001324,S001379,2025-10-01,37.41,11
P001325,S001380,2026-04-19,839.4,105
P001326,S001381,2025-07-25,577.04,91
P001327,S001382,2025-07-27,508.97,71
P001328,S001383,2026-02-27,326.69,82
P001329,S001384,2025-08-17,1097.3,84
P001330,S001385,2025-07-07,318.65,98
P001331,S001386,2025-10-22,1034.01,89
P001332,S001387,2025-08-09,626.86,100
P001333,S001388,2025-12-19,1341.13,26
P001334,S001389,2026-03-20,666.81,109
P001335,S001390,2025-08-14,924.9,112
P001336,S001391,2025-10-30,608.63,105
P001337,S001392,2026-04-07,415.88,95
P001338,S001393,2026-01-03,533.93,83
P001339,S001394,2025-04-15,2773.47,18
P001340,S001395,2025-11-23,467.78,108
P001341,S001396,2025-12-02,590.48,106
P001342,S001397,2025-11-30,912.56,94
P001343,S001398,2025-04-16,464.76,94
P001344,S001399,2025-07-28,692.19,98
P001345,S001400,2026-03-01,515.02,109
P001346,S001401,2025-07-13,398.02,103
P001347,S001402,2025-07-23,20.96,76
P001348,S001403,2025-08-14,219.31,94
P001349,S001404,2025-06-08,158.89,77
P001350,S001405,2025-06-02,235.86,79
P001351,S001406,2025-08-02,829.79,85
P001352,S001407,2026-03-12,874.85,113
P001353,S001408,2025-04-20,361.62,109
P001354,S001409,2025-07-25,267.39,90
P001355,S001410,2025-05-06,64.93,60
P001356,S001411,2025-09-09,97.04,47
P001357,S001412,2025-07-13,405.65,102
P001358,S001413,2026-01-17,741.43,91
P001359,S001414,2025-11-20,593.47,93
P001360,S001415,2026-01-15,118.53,60
P001361,S001416,2025-11-17,29.54,69
P001362,S001417,2025-09-27,423.93,100
P001363,S001418,2026-01-23,104.19,49
P001364,S001419,2025-09-13,253.95,70
P001365,S001420,2026-03-25,625.59,101
P001366,S001421,2026-04-02,151.96,81
P001367,S001422,2025-10-29,840.95,82
P001368,S001423,2025-09-26,3016.44,15
P001369,S001424,2025-07-07,285.65,87
P001370,S001425,2026-02-11,610.33,104
P001371,S001426,2025-12-29,376.18,99
P001372,S001427,2026-02-19,888.75,85
P001373,S001428,2025-05-31,152.14,44
P001374,S001429,2026-01-11,492.67,87
P001375,S001430,2025-09-23,271.75,86
P001376,S001431,2025-06-27,512.01,110
P001377,S001432,2025-06-10,763.64,84
P001378,S001433,2025-11-06,226.71,60
P001379,S001434,2025-08-13,135.28,97
P001380,S001435,2025-06-04,524.81,113
P001381,S001436,2025-09-10,759.71,95
P001382,S001437,2025-11-21,169.35,83
P001383,S001438,2025-07-13,29.04,18
P001384,S001439,2026-04-01,229.06,103
P001385,S001440,2026-01-16,417.54,86
P001386,S001441,2025-10-14,421.02,87
P001387,S001442,2026-03-20,683.23,98
P001388,S001443,2025-09-06,669.69,81
P001389,S001444,2025-06-18,419.1,91
P001390,S001445,2025-05-01,629.19,101
P001391,S001446,2026-03-08,89.4,73
P001392,S001447,2026-03-16,168.88,84
P001393,S001448,2026-01-15,689.81,109
P001394,S001449,2025-04-27,68.7,73
P001395,S001450,2025-06-23,187.55,38
P001396,S001451,2025-03-24,622.01,62
P001397,S001452,2025-02-13,3820.13,24
P001398,S001453,2025-07-09,146.5,52
P001399,S001454,2025-11-04,1053.15,98
P001400,S001455,2025-05-03,636.18,96
P001401,S001456,2026-04-01,1219.77,92
P001402,S001457,2025-08-27,427.77,63
P001403,S001458,2025-07-31,866.95,115
P001404,S001459,2025-10-19,167.13,75
P001405,S001460,2026-01-22,555.56,92
P001406,S001461,2025-06-23,125.39,47
P001407,S001462,2025-04-19,537.53,86
P001408,S001463,2025-04-28,1100.48,90
P001409,S001464,2026-02-09,452.06,72
P001410,S001465,2025-05-21,750.61,85
P001411,S001466,2025-11-29,123.55,101
P001412,S001467,2025-07-07,86.79,19
P001413,S001468,2026-01-10,581.69,90
P001414,S001469,2025-05-20,687.77,116
P001415,S001470,2026-02-22,1129.87,84
P001416,S001471,2026-01-03,592.36,110
P001417,S001472,2025-09-16,335.19,83
P001418,S001473,2025-06-15,169.06,88
P001419,S001474,2026-03-26,35.41,92
P001420,S001475,2025-06-01,17.84,11
P001421,S001476,2025-10-08,819.58,100
P001422,S001477,2025-08-21,399.44,85
P001423,S001478,2025-07-14,713.88,110
P001424,S001479,2025-09-03,971.9,91
P001425,S001480,2025-06-01,640.55,88
P001426,S001481,2025-04-20,1124.64,101
P001427,S001482,2025-07-29,533.49,98
P001428,S001484,2025-09-16,101.38,93
P001429,S001485,2026-02-15,513.58,87
P001430,S001486,2025-06-06,44.8,21
P001431,S001487,2025-03-27,431.24,84
P001432,S001488,2025-05-15,1018.37,87
P001433,S001489,2025-09-21,86.11,71
P001434,S001490,2025-07-11,820.02,83
P001435,S001492,2025-05-02,591.57,108
P001436,S001493,2025-08-07,347.12,88
P001437,S001494,2025-09-04,884.42,88
P001438,S001495,2025-09-02,562.87,83
P001439,S001496,2025-10-10,6.48,19
P001440,S001498,2025-09-16,326.45,85
P001441,S001499,2026-02-22,862.42,108
P001442,S001500,2025-10-16,909.95,92
P001443,S001501,2025-07-24,669.74,100
P001444,S001502,2025-07-04,729.24,94
P001445,S001503,2025-08-07,41.83,21
P001446,S001504,2025-09-16,59.75,39
P001447,S001505,2025-07-07,257.54,95
P001448,S001506,2026-03-05,443.57,94
P001449,S001507,2025-09-28,885.3,94
P001450,S001508,2026-02-04,218.09,74
P001451,S001509,2025-12-11,758.03,88
P001452,S001510,2025-08-16,774.97,104
P001453,S001511,2025-07-08,597.62,98
P001454,S001512,2025-10-14,3700.66,15
P001455,S001513,2025-08-20,296.02,88
P001456,S001514,2025-06-09,27.9,60
P001457,S001515,2026-03-26,1311.8,108
P001458,S001517,2025-05-11,851.21,98
P001459,S001518,2025-10-06,20.35,15
P001460,S001519,2025-09-23,376.95,96
P001461,S001520,2026-02-23,769.1,97
P001462,S001521,2026-01-09,805.27,112
P001463,S001522,2025-05-26,94.09,69
P001464,S001523,2025-06-09,95.14,85
P001465,S001524,2025-11-22,736.47,102
P001466,S001525,2025-03-14,971.16,55
P001467,S001526,2025-08-01,402.71,96
P001468,S001527,2025-06-01,161.98,100
P001469,S001529,2026-03-10,860.06,97
P001470,S001530,2025-05-25,260.63,96
P001471,S001531,2025-04-16,849.53,101
P001472,S001532,2026-03-18,204.36,78
P001473,S001533,2025-06-28,636.14,107
P001474,S001534,2026-02-16,878.02,108
P001475,S001535,2025-04-25,512.81,103
P001476,S001536,2025-05-03,101.26,27
P001477,S001537,2025-05-19,911.35,98
P001478,S001539,2025-12-09,433.94,116
P001479,S001540,2025-09-07,39.63,31
P001480,S001541,2025-07-10,1034.0,99
P001481,S001542,2025-05-07,118.08,86
P001482,S001543,2025-08-11,3856.2,13
P001483,S001544,2025-07-03,1067.02,93
P001484,S001545,2025-11-18,406.38,104
P001485,S001546,2025-12-10,665.88,88
P001486,S001547,2026-02-25,765.61,95
P001487,S001548,2025-10-07,682.72,99
P001488,S001549,2025-04-14,473.11,89
P001489,S001550,2025-07-11,426.63,55
P001490,S001551,2026-02-01,376.13,80
P001491,S001552,2025-10-19,653.78,93
P001492,S001553,2025-11-17,1119.98,90
P001493,S001554,2025-09-30,731.69,103
P001494,S001555,2025-05-26,278.99,85
P001495,S001556,2026-03-09,727.89,95
P001496,S001557,2026-01-06,1127.28,88
P001497,S001558,2026-04-16,708.41,103
P001498,S001559,2026-02-26,564.81,102
P001499,S001560,2025-06-26,484.99,67
P001500,S001561,2025-06-20,199.46,46
P001501,S001562,2025-07-23,192.93,96
P001502,S001563,2026-03-14,282.27,102
P001503,S001564,2025-10-29,651.68,98
P001504,S001565,2025-09-07,213.84,39
P001505,S001566,2026-04-11,190.59,104
P001506,S001567,2025-11-07,162.32,70
P001507,S001568,2026-03-02,617.33,88
P001508,S001569,2026-04-10,365.83,102
P001509,S001570,2025-04-30,614.09,85
P001510,S001571,2025-09-02,679.9,112
P001511,S001572,2026-01-12,318.42,93
P001512,S001573,2026-02-11,338.17,103
P001513,S001574,2025-05-30,855.12,93
P001514,S001576,2025-10-23,748.77,94
P001515,S001577,2026-01-14,18.48,85
P001516,S001578,2025-06-04,159.9,88
P001517,S001579,2025-11-24,22.16,21
P001518,S001580,2025-08-10,731.25,109
P001519,S001581,2025-06-24,103.46,91
P001520,S001582,2025-10-09,14.91,10
P001521,S001583,2025-09-07,900.58,90
P001522,S001585,2025-05-15,4141.47,18
P001523,S001586,2026-01-06,81.81,44
P001524,S001588,2026-02-15,292.13,76
P001525,S001589,2025-04-17,541.39,75
P001526,S001590,2026-01-08,1056.08,104
P001527,S001591,2025-07-29,39.97,35
P001528,S001592,2025-09-08,692.75,111
P001529,S001593,2025-04-16,562.3,92
P001530,S001594,2025-12-27,621.78,104
P001531,S001595,2025-06-08,362.47,91
P001532,S001596,2025-12-15,889.27,105
P001533,S001597,2026-01-01,232.92,94
P001534,S001598,2026-02-21,114.43,86
P001535,S001599,2025-12-26,338.9,97
P001536,S001600,2025-08-04,417.23,98
P001537,S001601,2026-01-13,796.17,108
P001538,S001602,2026-02-05,585.06,95
P001539,S001603,2025-08-12,946.2,108
P001540,S001604,2025-06-09,992.54,114
P001541,S001605,2026-02-18,68.58,65
P001542,S001606,2025-06-21,757.76,117
P001543,S001607,2025-11-06,79.96,81
P001544,S001608,2025-07-15,831.87,105
P001545,S001609,2025-06-09,580.7,108
P001546,S001610,2026-01-19,375.86,84
P001547,S001611,2025-06-03,911.61,94
P001548,S001612,2025-12-22,514.17,111
P001549,S001613,2025-12-23,864.89,101
P001550,S001614,2025-04-24,186.9,67
P001551,S001615,2025-06-13,868.93,100
P001552,S001616,2026-01-15,238.84,90
P001553,S001617,2025-10-12,388.9,93
P001554,S001618,2025-05-15,611.73,88
P001555,S001619,2026-02-24,76.85,34
P001556,S001620,2025-07-06,847.72,88
P001557,S001621,2025-04-16,477.27,99
P001558,S001622,2026-03-10,216.75,93
P001559,S001623,2025-04-26,410.18,108
P001560,S001625,2026-04-12,507.2,94
P001561,S001626,2025-11-19,398.98,105
P001562,S001627,2025-11-13,830.86,102
P001563,S001628,2025-08-31,546.87,92
P001564,S001629,2025-05-27,173.3,98
P001565,S001630,2025-11-18,327.54,100
P001566,S001631,2026-03-14,245.41,89
P001567,S001632,2025-04-20,353.38,76
P001568,S001633,2026-02-20,191.42,88
P001569,S001634,2025-09-03,271.58,94
P001570,S001637,2025-11-25,141.88,92
P001571,S001639,2025-07-26,416.37,105
P001572,S001640,2025-12-27,600.93,97
P001573,S001641,2025-05-10,161.56,85
P001574,S001642,2025-09-21,819.66,100
P001575,S001643,2025-10-20,20.88,29
P001576,S001644,2025-04-30,241.36,62
P001577,S001645,2025-07-21,642.39,92
P001578,S001646,2025-08-23,209.31,56
P001579,S001647,2025-12-02,525.53,93
P001580,S001648,2026-04-14,512.1,112
P001581,S001649,2026-02-18,1050.22,108
P001582,S001650,2025-07-03,867.97,112
P001583,S001651,2025-04-06,464.09,81
P001584,S001652,2025-04-24,288.79,84
P001585,S001653,2025-11-12,569.38,85
P001586,S001654,2025-06-19,845.07,112
P001587,S001655,2025-06-28,335.55,86
P001588,S001656,2026-02-17,146.69,48
P001589,S001657,2026-02-28,704.83,103
P001590,S001658,2026-02-18,533.35,107
P001591,S001659,2025-07-25,986.93,113
P001592,S001660,2025-11-16,366.68,93
P001593,S001661,2025-11-14,354.82,72
P001594,S001662,2025-06-25,862.55,106
P001595,S001663,2025-10-28,566.67,93
P001596,S001664,2025-10-13,954.57,94
P001597,S001665,2025-09-13,628.57,108
P001598,S001666,2026-01-02,812.06,90
P001599,S001667,2025-12-29,327.59,109
P001600,S001668,2025-10-30,358.89,101
P001601,S001669,2025-12-18,954.95,86
P001602,S001670,2026-01-10,923.87,96
P001603,S001671,2025-11-04,408.09,98
P001604,S001672,2025-06-26,71.52,7
P001605,S001673,2025-12-11,54.92,25
P001606,S001674,2026-01-04,301.5,106
P001607,S001675,2026-04-09,1003.25,105
P001608,S001676,2025-06-16,378.13,103
P001609,S001677,2025-08-31,921.55,82
P001610,S001678,2026-03-14,480.83,97
P001611,S001679,2025-09-30,49.43,14
P001612,S001680,2026-04-05,232.62,93
P001613,S001681,2025-04-08,883.63,92
P001614,S001682,2025-04-24,355.29,86
P001615,S001683,2026-02-04,613.88,108
P001616,S001684,2025-09-04,291.25,95
P001617,S001685,2025-10-01,212.8,54
P001618,S001686,2025-09-25,496.42,100
P001619,S001687,2025-09-05,269.36,76
P001620,S001688,2026-01-26,38.79,45
P001621,S001690,2026-01-16,638.87,77
P001622,S001691,2026-02-07,85.41,66
P001623,S001692,2025-12-15,528.65,103
P001624,S001693,2025-09-18,748.55,113
P001625,S001694,2025-05-01,20.75,8
P001626,S001695,2025-12-24,539.14,108
P001627,S001696,2025-10-06,175.97,98
P001628,S001697,2025-06-20,1086.89,116
P001629,S001698,2025-09-07,684.11,113
P001630,S001699,2026-03-26,263.12,85
P001631,S001700,2025-07-22,193.35,97
P001632,S001701,2025-06-25,380.91,105
P001633,S001702,2025-12-12,70.1,78
P001634,S001704,2026-02-27,139.95,71
P001635,S001705,2026-03-03,547.82,110
P001636,S001706,2026-01-12,85.98,17
P001637,S001707,2026-03-21,289.91,106
P001638,S001708,2025-07-17,601.6,109
P001639,S001709,2025-06-05,191.54,57
P001640,S001710,2025-08-20,448.58,101
P001641,S001711,2025-09-23,221.1,91
P001642,S001712,2026-02-28,530.91,89
P001643,S001713,2025-10-26,19.4,7
P001644,S001714,2025-12-11,282.74,108
P001645,S001715,2026-02-22,915.9,96
P001646,S001717,2025-09-09,800.41,113
P001647,S001718,2025-08-31,722.35,91
P001648,S001719,2025-10-16,813.03,95
P001649,S001720,2025-03-03,40.58,29
P001650,S001721,2026-01-02,656.97,86
P001651,S001722,2025-12-22,1024.62,109
P001652,S001723,2026-01-07,458.54,101
P001653,S001724,2025-10-22,796.13,99
P001654,S001725,2026-02-01,770.82,105
P001655,S001726,2026-03-27,183.38,102
P001656,S001727,2025-10-21,172.52,80
P001657,S001728,2025-09-22,106.95,84
P001658,S001729,2025-05-03,984.24,68
P001659,S001730,2026-01-09,1532.46,89
P001660,S001731,2026-02-21,510.17,86
P001661,S001732,2025-12-10,56.07,83
P001662,S001733,2026-03-05,128.09,79
P001663,S001734,2026-02-26,971.92,107
P001664,S001735,2026-01-24,822.95,94
P001665,S001736,2025-10-18,456.97,106
P001666,S001737,2025-05-15,199.76,97
P001667,S001738,2025-04-08,810.53,95
P001668,S001739,2025-06-04,118.16,34
P001669,S001740,2025-09-21,243.02,94
P001670,S001741,2025-10-11,47.83,11
P001671,S001742,2025-09-08,147.47,59
P001672,S001743,2025-04-02,507.01,80
P001673,S001744,2025-06-18,740.29,91
P001674,S001745,2026-03-31,884.84,95
P001675,S001746,2026-04-17,361.14,111
P001676,S001747,2025-09-11,169.77,99
P001677,S001748,2026-01-24,181.47,82
P001678,S001749,2025-12-27,706.51,98
P001679,S001750,2026-03-31,747.79,113
P001680,S001751,2026-03-11,861.97,109
P001681,S001752,2025-12-04,791.78,107
P001682,S001753,2025-09-06,586.71,101
P001683,S001754,2025-10-06,48.74,40
P001684,S001756,2025-08-26,855.09,110
P001685,S001757,2025-12-07,1156.29,118
P001686,S001758,2025-10-24,528.78,81
P001687,S001759,2025-11-17,400.54,100
P001688,S001760,2025-08-13,726.17,69
P001689,S001761,2025-08-13,63.36,48
P001690,S001762,2025-04-17,642.98,103
P001691,S001763,2025-11-20,216.28,92
P001692,S001764,2025-11-19,227.46,89
P001693,S001765,2026-03-08,796.6,85
P001694,S001766,2025-10-18,727.51,99
P001695,S001767,2025-10-01,355.98,98
P001696,S001768,2025-04-23,661.98,86
P001697,S001769,2025-07-07,169.31,113
P001698,S001771,2025-09-06,67.3,29
P001699,S001772,2025-09-01,157.18,86
P001700,S001773,2025-08-27,421.05,90
P001701,S001774,2025-12-08,184.03,33
P001702,S001775,2025-05-30,611.83,95
P001703,S001776,2025-07-04,67.14,42
P001704,S001777,2025-05-20,50.84,43
P001705,S001778,2025-07-23,397.05,71
P001706,S001779,2025-12-14,350.61,84
P001707,S001781,2025-08-06,749.39,84
P001708,S001782,2025-04-19,398.71,95
P001709,S001783,2026-03-12,261.37,77
P001710,S001784,2026-01-07,505.26,99
P001711,S001785,2025-07-04,594.57,81
P001712,S001786,2025-06-13,223.78,85
P001713,S001787,2025-05-17,853.73,100
P001714,S001788,2025-09-26,1522.97,91
P001715,S001789,2026-01-22,498.26,110
P001716,S001790,2025-11-15,479.64,98
P001717,S001791,2026-03-09,596.56,109
P001718,S001792,2025-08-22,676.97,100
P001719,S001793,2025-08-03,1000.5,113
P001720,S001794,2025-10-12,699.22,109
P001721,S001795,2025-06-24,659.34,93
P001722,S001796,2026-04-09,721.68,107
P001723,S001798,2025-09-24,269.22,90
P001724,S001799,2025-10-25,841.41,106
P001725,S001800,2025-04-22,256.69,60
P001726,S001801,2025-09-20,438.42,91
P001727,S001803,2025-07-19,826.57,105
P001728,S001804,2025-04-23,70.5,58
P001729,S001805,2025-04-26,483.04,82
P001730,S001806,2025-04-22,1022.33,95
P001731,S001808,2025-02-28,2021.08,18
P001732,S001809,2026-03-13,435.09,69
P001733,S001810,2025-07-03,659.12,94
P001734,S001811,2025-12-12,512.58,99
P001735,S001812,2025-12-05,92.01,90
P001736,S001813,2025-10-06,1145.61,97
P001737,S001814,2026-03-11,69.27,86
P001738,S001815,2025-05-12,335.41,88
P001739,S001816,2025-04-13,3052.71,14
P001740,S001817,2025-07-10,621.39,97
P001741,S001818,2025-06-04,496.54,103
P001742,S001819,2025-08-10,252.52,103
P001743,S001820,2025-08-12,687.11,105
P001744,S001821,2026-01-19,344.33,103
P001745,S001822,2025-07-16,553.05,76
P001746,S001823,2026-02-21,789.48,88
P001747,S001824,2026-01-20,1062.53,99
P001748,S001825,2026-03-05,239.81,98
P001749,S001826,2025-05-14,940.23,94
P001750,S001827,2026-04-08,760.24,96
P001751,S001828,2025-11-13,704.91,87
P001752,S001829,2026-01-09,3782.93,12
P001753,S001830,2025-08-22,304.87,96
P001754,S001831,2026-01-05,3516.88,13
P001755,S001832,2025-11-04,107.71,71
P001756,S001833,2025-05-09,66.4,66
P001757,S001834,2025-09-05,217.23,54
P001758,S001835,2025-06-08,264.85,88
P001759,S001836,2026-03-13,89.4,60
P001760,S001837,2025-07-27,741.07,91
P001761,S001838,2025-07-01,676.1,100
P001762,S001839,2025-10-31,664.96,96
P001763,S001840,2025-09-08,54.8,67
P001764,S001841,2025-05-05,53.92,75
P001765,S001842,2026-01-25,268.43,87
P001766,S001843,2026-02-20,21.77,40
P001767,S001844,2025-12-24,540.83,86
P001768,S001845,2025-11-12,992.71,82
P001769,S001846,2025-09-05,597.49,99
P001770,S001847,2025-11-02,781.57,105
P001771,S001848,2025-10-30,645.25,110
P001772,S001849,2025-04-21,107.9,30
P001773,S001850,2025-05-14,879.38,97
P001774,S001851,2025-07-03,377.26,85
P001775,S001852,2025-09-15,138.34,88
P001776,S001853,2025-04-16,148.07,42
P001777,S001854,2025-04-29,88.08,71
P001778,S001856,2025-08-14,401.94,82
P001779,S001857,2025-10-31,13.54,8
P001780,S001858,2025-10-25,528.61,103
P001781,S001859,2026-01-05,305.78,96
P001782,S001860,2026-01-05,667.26,94
P001783,S001861,2025-07-26,791.69,93
P001784,S001862,2026-02-18,580.8,103
P001785,S001863,2025-08-06,1002.39,80
P001786,S001864,2026-02-20,311.15,98
P001787,S001865,2025-09-17,289.91,93
P001788,S001866,2025-05-15,1042.8,93
P001789,S001867,2025-12-22,358.64,74
P001790,S001868,2025-04-09,331.58,86
P001791,S001869,2026-01-25,446.09,96
P001792,S001870,2025-05-07,791.67,107
P001793,S001871,2025-06-26,590.51,101
P001794,S001872,2025-10-26,221.19,72
P001795,S001873,2026-02-22,39.72,63
P001796,S001874,2025-09-18,885.45,110
P001797,S001875,2025-05-19,345.42,94
P001798,S001876,2025-07-10,836.45,99
P001799,S001877,2026-03-17,112.72,105
P001800,S001878,2026-01-18,893.23,114
P001801,S001879,2025-05-27,938.42,101
P001802,S001880,2025-08-30,312.02,95
P001803,S001881,2025-07-25,121.56,106
P001804,S001882,2025-06-29,947.51,114
P001805,S001883,2026-02-18,400.6,96
P001806,S001884,2025-11-02,237.05,65
P001807,S001885,2025-06-03,631.26,88
P001808,S001886,2025-12-03,158.81,73
P001809,S001887,2025-09-19,272.66,93
P001810,S001888,2025-04-21,157.5,69
P001811,S001889,2025-09-25,643.37,103
P001812,S001890,2025-06-29,669.41,111
P001813,S001891,2025-07-12,354.64,101
P001814,S001892,2026-03-04,161.99,93
P001815,S001894,2025-06-14,501.2,100
P001816,S001895,2026-02-23,95.51,88
P001817,S001896,2025-11-19,617.72,112
P001818,S001897,2026-02-04,175.4,67
P001819,S001898,2026-01-06,262.55,94
P001820,S001900,2025-11-05,601.09,108
P001821,S001901,2025-10-28,603.4,93
P001822,S001902,2025-12-23,845.45,89
P001823,S001903,2025-07-12,527.14,91
P001824,S001904,2025-08-01,622.67,86
P001825,S001905,2025-07-01,511.15,90
P001826,S001906,2025-07-27,278.81,99
P001827,S001907,2025-06-01,251.64,76
P001828,S001908,2025-04-27,784.62,100
P001829,S001909,2026-03-23,821.39,100
P001830,S001910,2025-05-06,755.98,97
P001831,S001911,2026-03-15,161.11,107
P001832,S001912,2025-04-01,300.05,67
P001833,S001913,2026-01-01,267.92,77
P001834,S001915,2025-10-14,280.6,92
P001835,S001916,2025-08-06,703.06,105
P001836,S001917,2025-10-06,372.25,88
P001837,S001918,2025-09-07,206.97,56
P001838,S001919,2025-11-05,470.43,115
P001839,S001920,2025-09-15,809.25,107
P001840,S001921,2025-10-29,213.56,92
P001841,S001922,2026-02-08,937.33,98
P001842,S001923,2025-09-28,892.19,107
P001843,S001924,2025-09-02,91.85,100
P001844,S001925,2025-05-31,757.83,97
P001845,S001926,2025-08-30,77.53,48
P001846,S001927,2025-05-31,562.13,97
P001847,S001928,2025-06-24,252.8,105
P001848,S001929,2026-02-24,26.12,29
P001849,S001930,2025-05-23,472.78,100
P001850,S001931,2025-09-27,454.78,92
P001851,S001932,2026-02-05,724.89,94
P001852,S001933,2026-03-20,555.15,83
P001853,S001934,2025-05-24,575.59,89
P001854,S001935,2025-06-24,548.95,111
P001855,S001936,2025-08-09,35.0,42
P001856,S001937,2025-10-19,290.53,83
P001857,S001938,2026-03-06,28.73,72
P001858,S001939,2025-07-02,574.01,104
P001859,S001940,2025-06-06,812.9,95
P001860,S001941,2025-07-21,347.22,109
P001861,S001942,2026-02-25,83.69,89
P001862,S001943,2025-04-19,401.29,93
P001863,S001944,2025-08-12,205.34,84
P001864,S001945,2025-05-17,407.65,90
P001865,S001946,2025-06-08,518.57,100
P001866,S001947,2026-02-27,221.04,87
P001867,S001948,2025-04-11,571.24,100
P001868,S001949,2025-08-08,950.57,98
P001869,S001950,2026-03-20,278.55,103
P001870,S001951,2025-10-30,886.47,81
P001871,S001952,2025-05-05,523.91,98
P001872,S001953,2025-09-27,882.93,98
P001873,S001954,2026-04-15,910.37,110
P001874,S001955,2025-08-29,1019.36,94
P001875,S001956,2025-10-12,677.48,92
P001876,S001957,2025-11-03,437.02,89
P001877,S001958,2025-10-22,107.51,26
P001878,S001959,2025-06-12,260.95,77
P001879,S001960,2025-12-16,233.6,39
P001880,S001961,2026-03-27,670.04,89
P001881,S001963,2026-01-19,852.93,84
P001882,S001964,2026-02-07,212.33,92
P001883,S001965,2026-01-10,1162.21,104
P001884,S001966,2025-08-19,303.32,53
P001885,S001967,2025-10-01,129.96,88
P001886,S001968,2026-01-31,1218.35,88
P001887,S001969,2025-06-13,698.11,108
P001888,S001970,2026-02-08,874.15,100
P001889,S001971,2026-03-17,643.31,100
P001890,S001972,2025-12-28,602.17,109
P001891,S001973,2025-07-11,70.25,62
P001892,S001974,2025-10-29,404.58,79
P001893,S001975,2025-05-05,342.06,101
P001894,S001976,2026-03-23,713.19,105
P001895,S001977,2025-08-27,1262.34,110
P001896,S001978,2025-05-08,653.56,106
P001897,S001979,2026-01-22,927.62,81
P001898,S001980,2025-12-21,541.66,113
P001899,S001981,2025-09-17,105.41,23
P001900,S001982,2025-04-20,589.15,89
P001901,S001983,2026-01-13,15.2,26
P001902,S001985,2026-01-22,1027.22,97
P001903,S001986,2026-02-12,351.67,106
P001904,S001987,2025-07-01,320.3,104
P001905,S001988,2025-07-07,588.96,109
P001906,S001989,2026-03-13,281.8,98
P001907,S001990,2025-10-30,521.51,96
P001908,S001992,2025-07-07,112.32,74
P001909,S001993,2025-11-24,721.49,90
P001910,S001994,2026-01-23,799.82,111
P001911,S001995,2025-04-05,472.15,83
P001912,S001996,2025-11-13,449.39,101
P001913,S001997,2026-04-11,801.03,103
P001914,S001999,2025-08-02,435.71,110
P001915,S002000,2026-02-20,592.75,94
P001916,S002001,2025-05-10,654.15,107
P001917,S002002,2025-09-01,608.07,96
P001918,S002003,2025-09-22,780.31,97
P001919,S002004,2026-02-10,188.56,114
P001920,S002005,2025-06-12,479.45,115
P001921,S002006,2025-09-09,723.75,93
P001922,S002007,2025-06-08,274.67,86
P001923,S002008,2026-01-19,984.72,96
P001924,S002009,2025-11-29,236.19,96
P001925,S002010,2025-10-07,77.35,76
P001926,S002011,2025-09-05,329.25,96
P001927,S002012,2025-06-07,571.14,101
P001928,S002013,2026-03-13,277.26,86
P001929,S002014,2025-11-28,567.9,95
P001930,S002015,2025-08-13,58.07,81
P001931,S002016,2025-09-05,954.93,94
P001932,S002017,2026-01-06,210.42,102
P001933,S002018,2025-12-22,307.85,84
P001934,S002019,2025-09-27,177.46,100
P001935,S002020,2025-08-16,812.83,111
P001936,S002021,2025-12-20,438.74,101
P001937,S002022,2025-12-11,829.25,103
P001938,S002023,2025-12-01,446.98,111
P001939,S002024,2025-05-09,804.63,102
P001940,S002025,2025-09-26,98.65,67
P001941,S002026,2025-12-08,1055.32,113
P001942,S002027,2026-03-22,384.69,92
P001943,S002028,2025-10-10,450.05,88
P001944,S002029,2025-08-16,768.98,101
P001945,S002030,2025-10-23,146.68,82
P001946,S002031,2025-06-10,105.28,94
P001947,S002032,2025-05-11,1077.28,93
P001948,S002033,2025-12-06,303.8,65
P001949,S002034,2026-03-30,55.7,69
P001950,S002035,2026-01-30,645.94,85
P001951,S002036,2025-09-30,254.63,44
P001952,S002037,2025-05-02,1108.7,107
P001953,S002038,2026-04-20,749.54,110
P001954,S002039,2025-10-04,601.82,111
P001955,S002040,2025-07-29,254.08,91
P001956,S002041,2026-03-07,249.41,104
P001957,S002042,2025-12-29,503.96,71
P001958,S002043,2026-01-04,730.5,87
P001959,S002044,2025-07-13,619.91,88
P001960,S002045,2026-01-28,58.15,21
P001961,S002046,2025-09-10,1016.97,84
P001962,S002047,2025-09-28,212.58,63
P001963,S002048,2026-01-09,460.69,89
P001964,S002049,2025-12-19,530.23,99
P001965,S002050,2025-06-21,957.47,105
P001966,S002051,2025-07-27,658.25,91
P001967,S002052,2025-08-23,900.58,102
P001968,S002053,2026-02-06,56.49,18
P001969,S002055,2025-08-27,809.27,95
P001970,S002056,2026-01-14,461.83,105
P001971,S002057,2025-11-23,11.06,13
P001972,S002058,2025-08-26,111.53,72
P001973,S002059,2025-09-17,518.12,111
P001974,S002060,2026-02-25,1551.74,94
P001975,S002061,2025-11-17,28.98,51
P001976,S002062,2025-05-18,403.79,81
P001977,S002063,2025-12-02,73.42,17
P001978,S002064,2025-11-02,768.4,77
P001979,S002065,2025-10-10,850.95,84
P001980,S002066,2025-12-27,966.09,95
P001981,S002067,2026-03-13,961.12,105
P001982,S002068,2025-08-07,707.89,97
P001983,S002069,2025-09-08,690.45,82
P001984,S002070,2025-06-17,720.11,81
